;;;; 5.825 ;; 64.236 ; 27.989 ; 36.247 ; 163.552 ;;; -   ;;;; 65.139 ;;;;;;; 91.305 ;;;;;;; 117.252 ;;;;;;; 138.994 ;;;;;;; 163.552 ;;;;
;;;;Meta;Linha;Estoque;Pedidos;Saldo;Saldo Final;;;APONTAMENTO;;02/mai;Pedidos Semana 14;Saldo;05/mai;06/mai;07/mai;08/mai;09/mai;Pedidos Semana 15;Saldo;12/mai;13/mai;14/mai;15/mai;16/mai;Pedidos Semana 16;Saldo;19/mai;20/mai;21/mai;22/mai;23/mai;Pedidos Semana 17;Saldo;26/mai;27/mai;28/mai;29/mai;30/mai;Pedidos Semana 18;Saldo;;Previsão Produção;;
Aro 16;BICICLETA NATHOR ARO 16;100130160019;;;BICICLETA ARO 16 ANTONELLA ABS VERDE;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160021; ; ;BICICLETA ARO 16 APOLLO 3;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160029;;;BICICLETA ARO 16 APOLLO 4;555; 528 ; 27 ; 687 ;3,12%;3,05%;;;; 501 ; 54 ;;;;;; -   ; 54 ;660;;;;; 8 ; 706 ;;;;;; 19 ; 687 ;;;;;; -   ; 687 ; -   ;660;660;
Aro 16;BICICLETA NATHOR ARO 16;101250160005;;;BICICLETA ARO 16 ARIEL;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101360160000;;;BICICLETA ARO 16 BARBIE;557; 52 ; 505 ; 1.165 ;;5,18%;;;; 2 ; 555 ;;;;;; 7 ; 548 ;;;;;; 3 ; 545 ;;;;;660; 32 ; 1.173 ;;;;;; 8 ; 1.165 ; -   ;660;660;
Aro 16;BICICLETA DECATLHON ARO 16;100280160001; ; ;BICICLETA ARO 16 BTWIN DOCTOR GIRL;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160000; ; ;BICICLETA ARO 16 BTWIN JACK PIRABIKE;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160003; ; ;BICICLETA ARO 16 BTWIN MONSTER TRUCK ;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160005; ; ;BICICLETA ARO 16 BTWIN ROBOT;-1; 100 ;-101 ;-101 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; 100 ;-101 ;;;;;; -   ;-101 ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160006; ; ;BICICLETA ARO 16 BTWIN UNICORNIO;-1; -   ;-1 ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160007; ; ;BICICLETA ARO 16 BTWIN 100 DINO 2022;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160008; ; ;BICICLETA ARO 16 BTWIN 100 DOCTOR 2022;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160009; ; ;BICICLETA ARO 16 BTWIN ORIGINAL 500 2022;299; 200 ; 99 ; 99 ;;;;;; -   ; 299 ;;;;;; -   ; 299 ;;;;;; 200 ; 99 ;;;;;; -   ; 99 ;;;;;; -   ; 99 ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160010; ; ;BICICLETA ARO 16 BTWIN DARK HERO 2022;1; -   ; 1 ; 1 ;;;;;; -   ; 1 ;;;;;; -   ; 1 ;;;;;; -   ; 1 ;;;;;; -   ; 1 ;;;;;; -   ; 1 ; -   ;0;0;
Aro 16;BICICLETA DECATLHON ARO 16;100280160011; ; ;BICICLETA ARO 16 BTWIN CRUISER 500 2022;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101250160001;;;BICICLETA ARO 16 CAPITAO AMERICA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101250160012;;;BICICLETA ARO 16 CAPITAO AMERICA 02;755; 18 ; 737 ; 1.397 ;3,60%;6,21%;;;; 1 ; 754 ;;;;;; 2 ; 752 ;;;;;; 4 ; 748 ;;;;;; 3 ; 745 ;660;;;;; 8 ; 1.397 ; -   ;660;660;
Aro 16;;100640160000;;;BICICLETA ARO 16 CHILIQUE;3; 1 ; 2 ; 2 ;;;;;; 1 ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ; -   ;0;0;
Aro 16;;100640160001;;;BICICLETA ARO 16 FÊ DENGOSA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;101250160004;;;BICICLETA ARO 16 FROZEN;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101250160011;;;BICICLETA ARO 16 FROZEN 02;1486; 16 ; 1.470 ; 1.470 ;6,94%;6,53%;;;; 3 ; 1.483 ;;;;;; 4 ; 1.479 ;;;;;; 5 ; 1.474 ;;;;;; 4 ; 1.470 ;;;;;; -   ; 1.470 ; -   ;0;660;
Aro 16;BICICLETA DISNEY ARO 16;101250160002;;;BICICLETA ARO 16 HOMEM DE FERRO;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101250160010;;;BICICLETA ARO 16 HOMEM DE FERRO 02;808; 12 ; 796 ; 1.456 ;2,69%;6,47%;;;; 1 ; 807 ;;;;;; 2 ; 805 ;;;;;; 1 ; 804 ;;;;;; 4 ; 800 ;;660;;;; 4 ; 1.456 ; -   ;660;0;
Aro 16;;;;;BICICLETA ARO 16 GTS FEMININA;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;;;;;BICICLETA ARO 16 GTS MASCULINA;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101360160001;;;BICICLETA ARO 16 HOT WHEELS;655; 43 ; 612 ; 1.272 ;;;;;; 2 ; 653 ;;;;;; 8 ; 645 ;;;;;; 4 ; 641 ;;660;;;; 29 ; 1.272 ;;;;;; -   ; 1.272 ; -   ;660;660;
Aro 16;;;;;BICICLETA ARO 16 INFANTI ROSA;0; 415 ;-415 ;-415 ;;;;;; 415 ;-415 ;;;;;; -   ;-415 ;;;;;; -   ;-415 ;;;;;; -   ;-415 ;;;;;; -   ;-415 ; -   ;0;0;
Aro 16;;;;;BICICLETA ARO 16 INFANTI LARANJA;0; 415 ;-415 ;-415 ;;;;;; 415 ;-415 ;;;;;; -   ;-415 ;;;;;; -   ;-415 ;;;;;; -   ;-415 ;;;;;; -   ;-415 ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101250160000;;;BICICLETA ARO 16 PRINCESAS;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101250160009;;;BICICLETA ARO 16 PRINCESAS 02;523; 88 ; 435 ; 1.095 ;7,35%;4,87%;;;; -   ; 523 ;;;;;; 32 ; 491 ;;;;;; 4 ; 487 ;;;;660;; 52 ; 1.095 ;;;;;; -   ; 1.095 ; -   ;660;660;
Aro 16;BICICLETA ELIAN;101280160000;;;BICICLETA ARO 16 ELIAN;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160014; ; ;BICICLETA ARO 16 EXTREME;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160027;;;BICICLETA ARO 16 EXTREME 2;1846; 250 ; 1.596 ; 2.916 ;16,22%;12,96%;;;660; 15 ; 2.491 ;660;;;;; 15 ; 3.136 ;;;;;; 38 ; 3.098 ;;;;;; 102 ; 2.996 ;;;;;; 80 ; 2.916 ; -   ;1320;1980;
Aro 16;BICICLETA NATHOR ARO 16;100130160022;;;BICICLETA ARO 16 LADY 2;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160025;;;BICICLETA ARO 16 LADY 3;448; 517 ;-69 ;-69 ;1,65%;-0,31%;;;; 500 ;-52 ;;;;;; -   ;-52 ;;;;;; 3 ;-55 ;;;;;; 14 ;-69 ;;;;;; -   ;-69 ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160020;;;BICICLETA ARO 16 PIXIE;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160024;;;BICICLETA ARO 16 PIXIE 2;403; 109 ; 294 ; 1.614 ;4,77%;7,17%;;;; 1 ; 402 ;;;660;;; 7 ; 1.055 ;;;;;; 42 ; 1.013 ;;;;;; 59 ; 954 ;;;660;;; -   ; 1.614 ; -   ;1320;660;
Aro 16;BICICLETA NATHOR ARO 16;101250160003;;;BICICLETA ARO 16 SPIDER MAN;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101250160007;;;BICICLETA ARO 16 SPIDER MAN 02;1355; 66 ; 1.289 ; 3.929 ;14,88%;17,46%;;;; 6 ; 1.349 ;;;;660;660; 4 ; 2.665 ;;;;;; 2 ; 2.663 ;;;;;; 46 ; 2.617 ;;;;660;660; 8 ; 3.929 ; -   ;2640;2640;
Aro 16;BICICLETA DISNEY ARO 16;101250160006;;;BICICLETA ARO 16 STITCH;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA DISNEY ARO 16;101250160008;;;BICICLETA ARO 16 STITCH 02;1143; 97 ; 1.046 ; 1.046 ;3,03%;4,65%;;;; 6 ; 1.137 ;;;;;; 15 ; 1.122 ;;;;;; 19 ; 1.103 ;;;;;; 49 ; 1.054 ;;;;;; 8 ; 1.046 ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160009; ; ;BICICLETA ARO 16 TECH BOYS 5;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;100130160028;;;BICICLETA ARO 16 TECH BOYS 6;1674; 226 ; 1.448 ; 3.428 ;17,66%;15,23%;;;; 15 ; 1.659 ;;;;;; 11 ; 1.648 ;;660;660;660;; 64 ; 3.564 ;;;;;; 136 ; 3.428 ;;;;;; -   ; 3.428 ; -   ;1980;1980;
Aro 16;BICICLETA NATHOR ARO 16;100130160026;;;BICICLETA ARO 16 TOP GIRLS 6;2605; 219 ; 2.386 ; 3.706 ;18,08%;16,47%;;;; 14 ; 2.591 ;;;;;; 18 ; 2.573 ;;;;;660; 34 ; 3.199 ;660;;;;; 73 ; 3.786 ;;;;;; 80 ; 3.706 ; -   ;1320;1980;
Aro 16;BICICLETA NATHOR ARO 16;100130160010; ; ;BICICLETA ARO 16 TOP GIRLS 5;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 16;BICICLETA NATHOR ARO 16;;;;BICICLETA ARO 16 UNICORNIO;0; -   ; -   ; 1.320 ;;5,87%;;;; -   ; -   ;;660;;;; -   ; 660 ;;;;;; -   ; 660 ;;;660;;; -   ; 1.320 ;;;;;; -   ; 1.320 ; -   ;1320;660;
Aro 20;BICICLETA NATHOR ARO 20;101200160010; ; ;BICICLETA ARO 20 ANTONELLA TEEN ROSA;30; 17 ; 13 ; 163 ;4,85%;3,55%;;;; 1 ; 29 ;;;;;; 4 ; 25 ;;;;;; -   ; 25 ;150;;;;; 3 ; 172 ;;;;;; 9 ; 163 ; -   ;150;150;
Aro 20;BICICLETA NATHOR ARO 20;101200160005; ; ;BICICLETA ARO 20 ANTONELLA TEEN VERDE;78; 17 ; 61 ; 211 ;4,57%;4,59%;;;; 1 ; 77 ;;;;;; 4 ; 73 ;;;;;; -   ; 73 ;;150;;;; 3 ; 220 ;;;;;; 9 ; 211 ; -   ;150;150;
Aro 20;BICICLETA NATHOR ARO 20;101200160003; ; ;BICICLETA ARO 20 APOLLO PRETO/LARANJ;568; 287 ; 281 ; 1.281 ;32,38%;27,89%;;;200; 252 ; 516 ;200;;;;; 6 ; 710 ;;;;;; 9 ; 701 ;;;;;200; 20 ; 881 ;200;200;;;; -   ; 1.281 ; -   ;1000;1000;
Aro 20;BICICLETA DISNEY ARO 20;;;;BICICLETA ARO 20 BARBIE;119; 12 ; 107 ; 307 ;;;;;; 1 ; 118 ;;;;;; 1 ; 117 ;;200;;;; 2 ; 315 ;;;;;; 4 ; 311 ;;;;;; 4 ; 307 ; -   ;200;200;
Aro 20;BICICLETA NATHOR ARO 20;101200160004; ; ;BICICLETA ARO 20 BELLA 02 ROSA/ROSA;392; 289 ; 103 ; 1.103 ;25,63%;24,01%;;;; 256 ; 136 ;;;;200;200; 5 ; 531 ;200;;;;; 11 ; 720 ;;;;;; 17 ; 703 ;;;200;200;; -   ; 1.103 ; -   ;1000;1000;
Aro 20;BICICLETA NATHOR ARO 20;101200160009; ; ;BICICLETA ARO 20 BLADE;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 20;BICICLETA NATHOR ARO 20;;;;BICICLETA ARO 20 BLADE GREEN;110; 9 ; 101 ; 251 ;2,25%;5,46%;;;; -   ; 110 ;;;;;; 1 ; 109 ;;;;;; 3 ; 106 ;;;;150;; 5 ; 251 ;;;;;; -   ; 251 ; -   ;150;150;
Aro 20;BICICLETA NATHOR ARO 20;101200160012;;;BICICLETA ARO 20 BOLT;92; 20 ; 72 ; 272 ;8,41%;5,92%;;;; 2 ; 90 ;;;200;;; 6 ; 284 ;;;;;; 9 ; 275 ;;;;;; 3 ; 272 ;;;;;; -   ; 272 ; -   ;200;200;
Aro 20;BICICLETA DECATHLON ARO 20;101210160003; ; ;BICICLETA ARO 20 BTWIN MISTGIRL BR/AZUL;-1; 100 ;-101 ;-101 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; 100 ;-101 ;;;;;; -   ;-101 ; -   ;0;0;
Aro 20;BICICLETA DECATHLON ARO 20;101210160008; ; ;BICICLETA ARO 20 BTWIN ORIGINAL 120 ROSA;99; 300 ;-201 ;-201 ;;;;;; 100 ;-1 ;;;;;; -   ;-1 ;;;;;; 200 ;-201 ;;;;;; -   ;-201 ;;;;;; -   ;-201 ; -   ;0;0;
Aro 20;BICICLETA DECATHLON ARO 20;101210160007; ; ;BICICLETA ARO 20 BTWIN ORIGINAL 500;-1; 100 ;-101 ;-101 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; 100 ;-101 ;;;;;; -   ;-101 ; -   ;0;0;
Aro 20;BICICLETA DECATHLON ARO 20;101210160000; ; ;BICICLETA ARO 20 BTWIN RACING BOY;-1; 100 ;-101 ;-101 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; 100 ;-101 ;;;;;; -   ;-101 ; -   ;0;0;
Aro 20;BICICLETA DECATHLON ARO 20;101210160009; ; ;BICICLETA ARO 20 BTWIN ST 120 MASC 2022;-1; -   ;-1 ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ; -   ;0;0;
Aro 20;BICICLETA DECATHLON ARO 20;101210160010; ; ;BICICLETA ARO 20 BTWIN ST 500 MASC 2022;28; -   ; 28 ; 28 ;;;;;; -   ; 28 ;;;;;; -   ; 28 ;;;;;; -   ; 28 ;;;;;; -   ; 28 ;;;;;; -   ; 28 ; -   ;0;0;
Aro 20;;100650160000;;;BICICLETA ARO 20 DIMITRI;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 20;;100650160001;;;BICICLETA ARO 20 TRAPAÇA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 20;BICICLETA NATHOR ARO 20;101200160008; ; ;BICICLETA ARO 20 HARMONY;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 20;BICICLETA NATHOR ARO 20;;;;BICICLETA ARO 20 HARMONY PINK;156; 5 ; 151 ; 301 ;1,64%;6,55%;;;; -   ; 156 ;;;;;; 2 ; 154 ;;;;;; 3 ; 151 ;;;150;;; -   ; 301 ;;;;;; -   ; 301 ; -   ;150;150;
Aro 20;BICICLETA DISNEY ARO 20;101370160000;;;BICICLETA ARO 20 HOT WHEELS;-28; 11 ;-39 ; 161 ;;3,51%;;;; -   ;-28 ;;200;;;; 1 ; 171 ;;;;;; 2 ; 169 ;;;;;; 4 ; 165 ;;;;;; 4 ; 161 ; -   ;200;200;
Aro 20;;;;;BICICLETA ARO 20 INFANTI ROSA CLARO;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 20;;;;;BICICLETA ARO 20 INFANTI PT/LJ;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 20;BICICLETA NATHOR ARO 20;101200160011;;;BICICLETA ARO 20 LOVELY;230; 19 ; 211 ; 1.011 ;20,26%;22,01%;;;; 1 ; 229 ;;;;;; 7 ; 222 ;;;200;200;200; 7 ; 815 ;;;;;; 4 ; 811 ;;;;;200; -   ; 1.011 ; -   ;800;800;
Aro 20;BICICLETA ARO 20 MOBHIS;100740160000;;;BICICLETA ARO 20 MOBHIS AZUL 5019;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 24;BICICLETA ARO 24 NATHOR;100370160000; ; ;BICICLETA ARO 24 APOLLO;0; -   ; -   ; -   ;53,15%;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 24;BICICLETA ARO 24 NATHOR;100370160001; ; ;BICICLETA ARO 24 BELLA;0; -   ; -   ; -   ;46,85%;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 24;;100660160000;;;BICICLETA ARO 24 MUQUE;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 26;BICICLETA ARO 26 NATHOR;100290160005; ; ;BICICLETA ARO 26 ANTHON AZUL;0; -   ; -   ; -   ;5,09%;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 26;BICICLETA ARO 26 NATHOR;100290160004; ; ;BICICLETA ARO 26 ANTHON CINZA;3; -   ; 3 ; 18 ;8,42%;19,15%;;;; -   ; 3 ;;;;;; -   ; 3 ;;;;;; -   ; 3 ;;;;5;5; -   ; 13 ;5;;;;; -   ; 18 ; -   ;15;0;
Aro 26;BICICLETA ARO 26 NATHOR;100290160000; ; ;BICICLETA ARO 26 ANTONELLA PEROLA;-3; 1 ;-4 ; 31 ;34,04%;32,98%;;;; -   ;-3 ;;;;5;5; -   ; 7 ;5;5;;;; -   ; 17 ;;;;;; -   ; 17 ;;5;5;5;; 1 ; 31 ; -   ;35;35;
Aro 26;BICICLETA ARO 26 NATHOR;100290160001; ; ;BICICLETA ARO 26 ANTONELLA ROSA;7; 1 ; 6 ; 21 ;22,11%;22,34%;;;; -   ; 7 ;;;;;; -   ; 7 ;;;;;; -   ; 7 ;5;5;5;;; -   ; 22 ;;;;;; 1 ; 21 ; -   ;15;20;
Aro 26;BICICLETA ARO 26 NATHOR;100290160002; ; ;BICICLETA ARO 26 ANTONELLA VERDE AQUA;19; 1 ; 18 ; 38 ;24,74%;40,43%;;;; -   ; 19 ;;;;;; -   ; 19 ;;;5;5;5; -   ; 34 ;;;;;; -   ; 34 ;;;;;5; 1 ; 38 ; -   ;20;30;
Aro 26;BICICLETA ARO 26 DISNEY;;;;BICICLETA ARO 26 BARBIE;-21; -   ;-21 ;-21 ;;;;;; -   ;-21 ;;;;;; -   ;-21 ;;;;;; -   ;-21 ;;;;;; -   ;-21 ;;;;;; -   ;-21 ; -   ;0;0;
Aro 26;BICICLETA ARO 26 NATHOR;100460160003;;;BICICLETA ARO 26 LIS CORAL PINK;2; -   ; 2 ; 2 ;2,63%;2,13%;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ; -   ;0;0;
Aro 26;BICICLETA ARO 26 NATHOR;100460160002;;;BICICLETA ARO 26 LOUIS AZUL;5; -   ; 5 ; 5 ;2,98%;5,32%;;;; -   ; 5 ;;;;;; -   ; 5 ;;;;;; -   ; 5 ;;;;;; -   ; 5 ;;;;;; -   ; 5 ; -   ;0;0;
Aro 26;BICICLETA ARO 26 MOBHIS;100360160004;;;BICICLETA ARO 26 MOBHIS AZUL 5019;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 26;BICICLETA ARO 26 VETTER;100330160000;;;BICICLETA ARO 26 VETTER AMARELA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Aro 29;BICICLETA ARO 29 NATHOR;100380160000; ; ;BICICLETA ARO 29 E3;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Balance;BALANCE BIKE NATHOR;;;;BICICLETA BALANCE BIKE ALEGRIA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Balance;BALANCE CALOI;100930160002;;;BICICLETA BALANCE CALOI VERMELHA;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Balance;BALANCE CALOI;100930160007;;;BICICLETA BALANCE CALOI VERMELHA 02;635; 136 ; 499 ; 2.449 ;9,51%;8,90%;;;650; 1 ; 1.284 ;650;;;;; 1 ; 1.933 ;;;;;; -   ; 1.933 ;;;;;; -   ; 1.933 ;;650;;;; 134 ; 2.449 ; -   ;1950;1950;
Balance;BALANCE BIKE NATHOR;100900160011;;;BICICLETA BALANCE BIKE FAST MOD 02;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Balance;BALANCE BIKE NATHOR;100900160015;;;BICICLETA BALANCE BIKE FAST MOD 3;1666; 104 ; 1.562 ; 3.512 ;10,22%;12,76%;;;; 1 ; 1.665 ;;650;650;;; -   ; 2.965 ;;;;;; -   ; 2.965 ;;;;;; 3 ; 2.962 ;;;650;;; 100 ; 3.512 ; -   ;1950;1950;
Balance;BALANCE BIKE NATHOR;100900160005; ; ;BICICLETA BALANCE BIKE FEMININA 02;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;0;
Balance;BALANCE BIKE NATHOR;100900160018;;;BICICLETA BALANCE BIKE FEMININA 3;3318; 152 ; 3.166 ; 5.116 ;18,95%;18,59%;;;; 5 ; 3.313 ;;;;;; 5 ; 3.308 ;;;;;; 1 ; 3.307 ;;;650;650;650; 7 ; 5.250 ;;;;;; 134 ; 5.116 ; -   ;1950;1950;
