Balance;BALANCE BIKE DISNEY;100960160001;;;BICICLETA BALANCE PRINCESAS;35; 53 ;-18 ;-18 ;;-0,06%;;;; 1 ; 34 ;;;;;; -   ; 34 ;;;;;; 2 ; 32 ;;;;;; -   ; 32 ;;;;;; 50 ;-18 ; -   ;0;;
Balance;BALANCE BIKE DISNEY;100960160004;;;BICICLETA BALANCE PRINCESAS 02;1150; -   ; 1.150 ; 1.800 ;2,76%;5,64%;;;; -   ; 1.150 ;;;;;; -   ; 1.150 ;;;;;; -   ; 1.150 ;;;;;; -   ; 1.150 ;;;;;650; -   ; 1.800 ; -   ;650;;
Balance;BALANCE BIKE NATHOR;100900160013;;;BICICLETA BALANCE BIKE ROCKET ASTRO;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160017;;;BICICLETA BALANCE BIKE ROCKET ASTRO 2;685; 1 ; 684 ; 1.334 ;3,30%;4,18%;;;; -   ; 685 ;;;;;; -   ; 685 ;;;;;; -   ; 685 ;;;;;; 1 ; 684 ;650;;;;; -   ; 1.334 ; -   ;650;;
Balance;BALANCE CALOI;100930160003; ; ;BICICLETA BALANCE CECIZINHA MOD02;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE CALOI;100930160005;;;BICICLETA BALANCE CECIZINHA 03;775; 70 ; 705 ; 705 ;1,27%;2,21%;;;; 1 ; 774 ;;;;;; -   ; 774 ;;;;;; 1 ; 773 ;;;;;; -   ; 773 ;;;;;; 68 ; 705 ; -   ;0;;
Balance;BALANCE CALOI;100930160004;;;BICICLETA BALANCE POWER REX;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE CALOI;100930160006;;;BICICLETA BALANCE POWER REX 02;486; 36 ; 450 ; 450 ;0,77%;1,41%;;;; -   ; 486 ;;;;;; 1 ; 485 ;;;;;; 1 ; 484 ;;;;;; -   ; 484 ;;;;;; 34 ; 450 ; -   ;0;;
Balance;BALANCE BIKE DISNEY;100960160000;;;BICICLETA BALANCE SPIDER MAN;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE DISNEY;100960160003;;;BICICLETA BALANCE SPIDER MAN 02;2087; 141 ; 1.946 ; 2.596 ;6,82%;8,13%;;;; 1 ; 2.086 ;;;;;; 5 ; 2.081 ;;;;;; 1 ; 2.080 ;;;;;; -   ; 2.080 ;;;;650;; 134 ; 2.596 ; -   ;650;;
Balance;BALANCE CALOI;100930160000; ; ;BICICLETA BALANCE ZIGBIM;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160012; ; ;BICICLETA BTWIN BALANCE 100 BRANCA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160013;;;BICICLETA BTWIN BALANCE 100 AZ ESC/ROSA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160010; ; ;BICICLETA BTWIN BALANCE AZUL/ROSA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160009; ; ;BICICLETA BTWIN BALANCE LARANJA/PRETO;399; -   ; 399 ; 399 ;;;;;; -   ; 399 ;;;;;; -   ; 399 ;;;;;; -   ; 399 ;;;;;; -   ; 399 ;;;;;; -   ; 399 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160008;;;BICICLETA BTWIN BALANCE RUN RIDE PT/VERD;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160014;;;BICICLETA BTWIN 100 PT/VERD 2022;-1; -   ;-1 ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160015;;;BICICLETA BTWIN 100 AZ ESC/ROSA 2022;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160024;;;BICICLETA RUN RIDE 100 ROSA;49; -   ; 49 ; 49 ;;;;;; -   ; 49 ;;;;;; -   ; 49 ;;;;;; -   ; 49 ;;;;;; -   ; 49 ;;;;;; -   ; 49 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160017;;;BICICLETA BTWIN 500 ROSA /MARROM 2022;-1; -   ;-1 ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160016;;;BICICLETA BTWIN 500 AZUL CLARO /PT 2022;399; -   ; 399 ; 399 ;;;;;; -   ; 399 ;;;;;; -   ; 399 ;;;;;; -   ; 399 ;;;;;; -   ; 399 ;;;;;; -   ; 399 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160019;;;BICICLETA RUN RIDE 900 AZUL/BRANCO;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160018;;;BICICLETA RUN RIDE 900 AMARELO/PRETO;0; 25 ;-25 ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;25;; 25 ; -   ;;;;;; -   ; -   ; -   ;25;;
Balance;BALANCE DECATLHON;100910160020;;;BICICLETA RUN RIDE 900 ROSA;-1; -   ;-1 ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ;;;;;; -   ;-1 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160002;;;BICICLETA BALANCE 12 RAIADA NATHOR LJ;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160005;;;BICICLETA BALANCE 12 RAIADA NATHOR LJ 2;74; -   ; 74 ; 74 ;15,28%;0,23%;;;; -   ; 74 ;;;;;; -   ; 74 ;;;;;; -   ; 74 ;;;;;; -   ; 74 ;;;;;; -   ; 74 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160003;;;BICICLETA BALANCE 12 RAIADA LILAS;61; -   ; 61 ; 61 ;10,90%;0,19%;;;; -   ; 61 ;;;;;; -   ; 61 ;;;;;; -   ; 61 ;;;;;; -   ; 61 ;;;;;; -   ; 61 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160004;;;BICICLETA BALANCE 12 RAIADA LILAS 2;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160001;;;BICICLETA BALANCE 12 RAIADA AZUL;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160006;;;BICICLETA BALANCE 12 RAIADA AZUL 2;180; -   ; 180 ; 230 ;43,80%;0,72%;;;; -   ; 180 ;;25;25;;; -   ; 230 ;;;;;; -   ; 230 ;;;;;; -   ; 230 ;;;;;; -   ; 230 ; -   ;50;;
Balance;BALANCE BIKE NATHOR;100970160000;;;BICICLETA BALANCE 12 RAIADA ROSA;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160007;;;BICICLETA BALANCE 12 RAIADA ROSA 2;163; -   ; 163 ; 213 ;30,01%;0,67%;;;25; -   ; 188 ;25;;;;; -   ; 213 ;;;;;; -   ; 213 ;;;;;; -   ; 213 ;;;;;; -   ; 213 ; -   ;50;;
Capacete;CAPACETE;100810160001;0005; ;CAPACETE NATHOR AZUL ESCURO / PRETO;31; 1 ; 30 ; 270 ;12,88%;9,81%;;;; -   ; 31 ;;120;;;; -   ; 151 ;;;;;; 1 ; 150 ;120;;;;; -   ; 270 ;;;;;; -   ; 270 ; -   ;240;;
Capacete;CAPACETE;100810160001;0062; ;CAPACETE NATHOR CORAL PINK / PRETO;50; -   ; 50 ; 50 ;2,84%;1,82%;;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ; -   ;0;;
Capacete;CAPACETE;100810160001;0001; ;CAPACETE NATHOR PRETO / PRETO;88; 1 ; 87 ; 207 ;12,60%;7,52%;;;; -   ; 88 ;;;;;; -   ; 88 ;;;120;;; 1 ; 207 ;;;;;; -   ; 207 ;;;;;; -   ; 207 ; -   ;120;;
Capacete;CAPACETE;100810160001;0002; ;CAPACETE NATHOR ROSA ESCURO / PRETO;154; 1 ; 153 ; 393 ;18,40%;14,28%;;;; -   ; 154 ;;;;;; -   ; 154 ;;;;120;; 1 ; 273 ;;120;;;; -   ; 393 ;;;;;; -   ; 393 ; -   ;240;;
Capacete;CAPACETE;100810160001;0061; ;CAPACETE NATHOR TURQUEZA / PRETO;1; -   ; 1 ; 121 ;2,72%;4,40%;;;; -   ; 1 ;;;;;120; -   ; 121 ;;;;;; -   ; 121 ;;;;;; -   ; 121 ;;;;;; -   ; 121 ; -   ;120;;
Capacete;DISNEY;100870160003;;;CAPACETE MINNIE;19; 15 ; 4 ; 244 ;;8,87%;;;; -   ; 19 ;;;120;;; -   ; 139 ;;;;;; -   ; 139 ;;;120;;; 15 ; 244 ;;;;;; -   ; 244 ; -   ;240;;
Capacete;DISNEY;100870160002;27;;CAPACETE PRINCESAS ROSA CLARO BEBE;1; 23 ;-22 ; 238 ;11,38%;8,65%;;;20; 6 ; 15 ;120;;;;; -   ; 135 ;;;;;120; 1 ; 254 ;;;;;; 16 ; 238 ;;;;;; -   ; 238 ; -   ;260;;
Capacete;CAPACETE POLIPLAC;100830160000;0004; ;CAPACETE POLIPLAC VERMELHO;0; 100 ;-100 ; -   ;;;;;100; -   ; 100 ;;;;;; 100 ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;100;;
Capacete;CAPACETE SHOW DA LUNA;100850160000; ; ;CAPACETE SHOW DA LUNA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Capacete;DISNEY;100870160001;;;CAPACETE SPIDER MAN;172; 21 ; 151 ; 751 ;39,18%;27,29%;;;; -   ; 172 ;;;;;; -   ; 172 ;120;120;;;; 3 ; 409 ;;;;;; 18 ; 391 ;120;120;120;;; -   ; 751 ; -   ;600;;
Capacete;DISNEY;100870160004;;;CAPACETE STITCH;33; 34 ;-1 ; 239 ;;8,68%;;;; 10 ; 23 ;;;;120;; -   ; 143 ;;;;;; 9 ; 134 ;;;;;120; 15 ; 239 ;;;;;; -   ; 239 ; -   ;240;;
Capacete;DISNEY;100810160001;1001;;CAPACETE NATHOR UNICORNIO;124; 5 ; 119 ; 239 ;;8,68%;;;; -   ; 124 ;;;;;; -   ; 124 ;;;;;; -   ; 124 ;;;;120;; 5 ; 239 ;;;;;; -   ; 239 ; -   ;120;;
Triciclo;TRICICLO NATHOR;100510160009; ; ;TRICICLO CHARM;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Triciclo;TRICICLO NATHOR;100510160016;;;TRICICLO HONEY BEE;1751; 236 ; 1.515 ; 2.365 ;;8,74%;;;; 1 ; 1.750 ;;;;;; 17 ; 1.733 ;;;;;; 89 ; 1.644 ;;;;;; 91 ; 1.553 ;;;;;850; 38 ; 2.365 ; -   ;850;;
Triciclo;;;;;TRICICLO INFANTI AZUL;2; -   ; 2 ; 2 ;;0,01%;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ; -   ;0;;
Triciclo;;;;;TRICICLO INFANTI ROSA;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Triciclo;TRICICLO DISNEY;100580160002;;;TRICICLO PRINCESAS;854; 176 ; 678 ; 1.528 ;3,16%;5,65%;;;; 1 ; 853 ;;;;;; 68 ; 785 ;;;;;; 30 ; 755 ;;;;;; 9 ; 746 ;;;850;;; 68 ; 1.528 ; -   ;850;;
Triciclo;TRICICLO DISNEY;100580160003;;;TRICICLO SPIDER MAN;1097; 90 ; 1.007 ; 1.857 ;3,66%;6,87%;;;; 1 ; 1.096 ;;;;;; 14 ; 1.082 ;;;;;; 29 ; 1.053 ;;;;;; 12 ; 1.041 ;;;;850;; 34 ; 1.857 ; -   ;850;;
Triciclo;TRICICLO NATHOR;100510160014;;;TRICICLO KIDS 4 2023;-256; 3 ;-259 ;-259 ;;-0,96%;;;; -   ;-256 ;;;;;; -   ;-256 ;;;;;; -   ;-256 ;;;;;; 3 ;-259 ;;;;;; -   ;-259 ; -   ;0;;
Triciclo;TRICICLO NATHOR;100510160017;;;TRICICLO KIDS 5;1617; 245 ; 1.372 ; 3.072 ;9,46%;11,36%;;;; 4 ; 1.613 ;;;;;; 14 ; 1.599 ;;;;;; 86 ; 1.513 ;;;;;; 77 ; 1.436 ;850;850;;;; 64 ; 3.072 ; -   ;1700;;
Triciclo;TRICICLO NATHOR;100510160015;;;TRICICLO YOU 3 BOY 2023;2124; 315 ; 1.809 ; 8.739 ;35,73%;32,31%;;;850; 27 ; 2.947 ;850;850;850;850;850; 38 ; 7.159 ;850;980;;;; 91 ; 8.898 ;;;;;; 125 ; 8.773 ;;;;;; 34 ; 8.739 ; -   ;6930;;
Triciclo;TRICICLO NATHOR;100510160012; ; ;TRICICLO YOU 3 GIRL 2020;3396; 453 ; 2.943 ; 9.743 ;40,71%;36,03%;;;; 26 ; 3.370 ;;;;;; 170 ; 3.200 ;;;850;850;850; 96 ; 5.654 ;850;850;850;850;850; 127 ; 9.777 ;;;;;; 34 ; 9.743 ; -   ;6800;;
Triciclo;TRICICLO FW;100550160002; ; ;TRICICLO FEELCLEAN 2;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Triciclo;TRICICLO FW;100550160001;;;TRICICLO PIQUITUCHO;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Suporte;SUPORTE NATHOR;101300160000;;;SUPORTE DE PAREDE ARO 26/29 PRETO;56; 2 ; 54 ; 254 ;;;;;; -   ; 56 ;;;;;; 2 ; 54 ;;;;;; -   ; 54 ;;;;;; -   ; 54 ;;;;100;100; -   ; 254 ; -   ;200;;
Suporte;RETROVISOR NATHOR;101140160012;;;RETROVISOR PARA BICICLETA;235; 2 ; 233 ; 233 ;;;;;; -   ; 235 ;;;;;; 2 ; 233 ;;;;;; -   ; 233 ;;;;;; -   ; 233 ;;;;;; -   ; 233 ; -   ;0;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
