CODIGO_PRODUTO;Complemento;DESCRICAO_PRODUTO;CODIGO_COMPONENTE;Complemento_Componente;DESCRICAO_COMPONENTE
100580160003;   ;TRICICLO SPIDER MAN ;504010130010;   ;TINTA EM PO VERMELHO 
100590160000;   ;TRICICLO INFANTI AZUL ;206020180001;0005  ;PINTURA QUADRO TRICICLO AZUL ESCURO 
100590160000;   ;TRICICLO INFANTI AZUL ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100590160000;   ;TRICICLO INFANTI AZUL ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100590160000;   ;TRICICLO INFANTI AZUL ;504010130001;   ;TINTA EM PO BRANCA 
100590160000;   ;TRICICLO INFANTI AZUL ;504010130006;   ;TINTA EM PO AZUL ESCURO 
100590160001;   ;TRICICLO INFANTI ROSA ;206020180001;0013  ;PINTURA QUADRO TRICICLO ROSA ESCURO 
100590160001;   ;TRICICLO INFANTI ROSA ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100590160001;   ;TRICICLO INFANTI ROSA ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100590160001;   ;TRICICLO INFANTI ROSA ;504010130001;   ;TINTA EM PO BRANCA 
100590160001;   ;TRICICLO INFANTI ROSA ;504010130002;   ;TINTA EM PO ROSA ESCURO 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;207010180001;0013  ;PINTURA GARFO DIANTEIRO ARO 16 ROSA ES CURO 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;207010180002;0013  ;PINTURA GUIDAO ARO 16 ROSA ESCURO 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;207010180003;0013  ;PINTURA QUADRO ARO 16 ROSA ESCURO 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;504010130002;   ;TINTA EM PO ROSA ESCURO 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;504010130007;   ;TINTA EM PO PRETA 
100600160000;   ;BICICLETA ARO 16 INFANTI ROSA ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;207010180001;0018  ;PINTURA GARFO DIANTEIRO ARO 16 LARANJA 
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;207010180002;0018  ;PINTURA GUIDAO ARO 16 LARANJA 
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;207010180003;0018  ;PINTURA QUADRO ARO 16 LARANJA 
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;504010130007;   ;TINTA EM PO PRETA 
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;504010130019;   ;TINTA EM PO LARANJA FOSCO 
100600160001;   ;BICICLETA ARO 16 INFANTI LARANJA ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100610160000;   ;BICICLETA ARO 20 INFANTI ROSA CLARO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100610160000;   ;BICICLETA ARO 20 INFANTI ROSA CLARO ;207100180001;0007  ;PINTURA GARFO DIANTEIRO ARO 20 ROSA CLA RO 
100610160000;   ;BICICLETA ARO 20 INFANTI ROSA CLARO ;207100180002;0002  ;PINTURA GUIDAO ARO 20 BRANCO 
100610160000;   ;BICICLETA ARO 20 INFANTI ROSA CLARO ;207100180021;0007  ;PINTURA QUADRO ARO 20 C/ ABRAC ROSA CL ARO 
100610160000;   ;BICICLETA ARO 20 INFANTI ROSA CLARO ;504010130001;   ;TINTA EM PO BRANCA 
100610160000;   ;BICICLETA ARO 20 INFANTI ROSA CLARO ;504010130007;   ;TINTA EM PO PRETA 
100610160000;   ;BICICLETA ARO 20 INFANTI ROSA CLARO ;504010130015;   ;TINTA EM PO ROSA CLARO 
100610160001;   ;BICICLETA ARO 20 INFANTI PT/LJ ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100610160001;   ;BICICLETA ARO 20 INFANTI PT/LJ ;207100180001;0018  ;PINTURA GARFO DIANTEIRO ARO 20 LARANJA 
100610160001;   ;BICICLETA ARO 20 INFANTI PT/LJ ;207100180002;0018  ;PINTURA GUIDAO ARO 20 LARANJA 
100610160001;   ;BICICLETA ARO 20 INFANTI PT/LJ ;207100180021;0040  ;PINTURA QUADRO ARO 20 C/ ABRAC PRETO F OSCO 
100610160001;   ;BICICLETA ARO 20 INFANTI PT/LJ ;504010130007;   ;TINTA EM PO PRETA 
100610160001;   ;BICICLETA ARO 20 INFANTI PT/LJ ;504010130019;   ;TINTA EM PO LARANJA FOSCO 
100610160001;   ;BICICLETA ARO 20 INFANTI PT/LJ ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100620160000;   ;BICICLETA ARO 12 INFANTI PT/VD ;206010180001;0001  ;PINTURA GARFO DIANTEIRO ARO 12 PRETO 
100620160000;   ;BICICLETA ARO 12 INFANTI PT/VD ;206010180002;0001  ;PINTURA GUIDAO ARO 12 PRETO 
100620160000;   ;BICICLETA ARO 12 INFANTI PT/VD ;206010180009;0001  ;PINTURA QUADRO ARO 12 MOD02 PRETO 
100620160000;   ;BICICLETA ARO 12 INFANTI PT/VD ;304510180003;0002  ;PINTURA PEDIVELA BRANCO 
100620160000;   ;BICICLETA ARO 12 INFANTI PT/VD ;504010130001;   ;TINTA EM PO BRANCA 
100620160000;   ;BICICLETA ARO 12 INFANTI PT/VD ;504010130007;   ;TINTA EM PO PRETA 
100620160001;   ;BICICLETA ARO 12 INFANTI RS/VD ;206010180001;0007  ;PINTURA GARFO DIANTEIRO ARO 12 ROSA CLA R 
100620160001;   ;BICICLETA ARO 12 INFANTI RS/VD ;206010180002;0007  ;PINTURA GUIDAO ARO 12 ROSA CLARO 
100620160001;   ;BICICLETA ARO 12 INFANTI RS/VD ;206010180009;0007  ;PINTURA QUADRO ARO 12 MOD02 ROSA CLAR O 
100620160001;   ;BICICLETA ARO 12 INFANTI RS/VD ;304510180003;0002  ;PINTURA PEDIVELA BRANCO 
100620160001;   ;BICICLETA ARO 12 INFANTI RS/VD ;504010130001;   ;TINTA EM PO BRANCA 
100620160001;   ;BICICLETA ARO 12 INFANTI RS/VD ;504010130015;   ;TINTA EM PO ROSA CLARO 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;207150180000;0067  ;PINTURA GARFO DIANTEIRO ARO 26 AZUL RAL 5019 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;207150180001;0067  ;PINTURA GUIDAO ARO 26 AZUL RAL5019 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;207150180008;0001  ;PINTURA CESTINHA C/ CHAPA ARO 26 PRETO 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;207150180009;0001  ;PINTURA BAGAGEIRO TRAS C/ CHAPA ARO 26  PRETO 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;207150180012;0067  ;PINTURA QUADRO ARO 26 INBRASUL RAL5019 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;504010130068;   ;TINTA EM PO AZUL RAL 5019 
100710160000;   ;BICICLETA ARO 26 INBRASUL AZUL ;504010130073;   ;VERNIZ BRILHANTE POLIESTER 
100740160000;   ;BICICLETA ARO 20 MOBHIS AZUL 5019 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100740160000;   ;BICICLETA ARO 20 MOBHIS AZUL 5019 ;207100180006;0009  ;PINTURA PARALAMAS DIAN/TRAS ARO 20 CINZ A 
100740160000;   ;BICICLETA ARO 20 MOBHIS AZUL 5019 ;207100180014;0067  ;PINTURA GARFO DIANTEIRO ARO 20 MOBHIS A ZUL 5019 
100740160000;   ;BICICLETA ARO 20 MOBHIS AZUL 5019 ;207100180015;0067  ;PINTURA GUIDAO ARO 20 MOBHIS AZUL 5019 
100740160000;   ;BICICLETA ARO 20 MOBHIS AZUL 5019 ;207100180025;0067  ;PINTURA QUADRO ARO 20 MOBHIS ABRAC AZU L 5019 
100740160000;   ;BICICLETA ARO 20 MOBHIS AZUL 5019 ;504010130007;   ;TINTA EM PO PRETA 
100740160000;   ;BICICLETA ARO 20 MOBHIS AZUL 5019 ;504010130068;   ;TINTA EM PO AZUL RAL 5019 
100740160000;   ;BICICLETA ARO 20 MOBHIS AZUL 5019 ;504010130071;   ;TINTA EM PO CINZA 
100780160000;   ;BICICLETA ARO 12 ABSOLUTE DINOSSAURO ;206010180001;0019  ;PINTURA GARFO DIANTEIRO ARO 12 VERDE CL ARO 
100780160000;   ;BICICLETA ARO 12 ABSOLUTE DINOSSAURO ;206010180002;0019  ;PINTURA GUIDAO ARO 12 VERDE CLARO 
100780160000;   ;BICICLETA ARO 12 ABSOLUTE DINOSSAURO ;206010180009;0019  ;PINTURA QUADRO ARO 12 MOD02 VERDE CLA RO 
100780160000;   ;BICICLETA ARO 12 ABSOLUTE DINOSSAURO ;304510180003;0002  ;PINTURA PEDIVELA BRANCO 
100780160000;   ;BICICLETA ARO 12 ABSOLUTE DINOSSAURO ;504010130001;   ;TINTA EM PO BRANCA 
100780160000;   ;BICICLETA ARO 12 ABSOLUTE DINOSSAURO ;504010130028;   ;TINTA EM PO VERDE 26R LI 
100780160001;   ;BICICLETA ARO 12 ABSOLUTE UNICORNIO ;206010180001;0068  ;PINTURA GARFO DIANTEIRO ARO 12 ROSA CHI CLETE 
100780160001;   ;BICICLETA ARO 12 ABSOLUTE UNICORNIO ;206010180002;0068  ;PINTURA GUIDAO ARO 12 ROSA CHICLETE 
100780160001;   ;BICICLETA ARO 12 ABSOLUTE UNICORNIO ;206010180009;0068  ;PINTURA QUADRO ARO 12 MOD02 ROSA CHICL ETE 
100780160001;   ;BICICLETA ARO 12 ABSOLUTE UNICORNIO ;304510180003;0002  ;PINTURA PEDIVELA BRANCO 
100780160001;   ;BICICLETA ARO 12 ABSOLUTE UNICORNIO ;504010130001;   ;TINTA EM PO BRANCA 
100780160001;   ;BICICLETA ARO 12 ABSOLUTE UNICORNIO ;504010130067;   ;TINTA EM PO ROSA CHICLETE 
100780160002;   ;BICICLETA ARO 12 ABSOLUTE TUBARAO ;206010180001;0046  ;PINTURA GARFO DIANTEIRO ARO 12 AZUL FLE X 
100780160002;   ;BICICLETA ARO 12 ABSOLUTE TUBARAO ;206010180002;0046  ;PINTURA GUIDAO ARO 12 AZUL FLEX 
100780160002;   ;BICICLETA ARO 12 ABSOLUTE TUBARAO ;206010180009;0046  ;PINTURA QUADRO ARO 12 MOD02 AZUL FLEX 
100780160002;   ;BICICLETA ARO 12 ABSOLUTE TUBARAO ;304510180003;0002  ;PINTURA PEDIVELA BRANCO 
100780160002;   ;BICICLETA ARO 12 ABSOLUTE TUBARAO ;504010130001;   ;TINTA EM PO BRANCA 
100780160002;   ;BICICLETA ARO 12 ABSOLUTE TUBARAO ;504010130027;   ;TINTA EM PO AZUL BRILHANTE FLEX 
100780160003;   ;BICICLETA ARO 12 ABSOLUTE PRINCESAS ;206010180001;0002  ;PINTURA GARFO DIANTEIRO ARO 12 BRANCO 
100780160003;   ;BICICLETA ARO 12 ABSOLUTE PRINCESAS ;206010180002;0002  ;PINTURA GUIDAO ARO 12 BRANCO 
100780160003;   ;BICICLETA ARO 12 ABSOLUTE PRINCESAS ;206010180009;0013  ;PINTURA QUADRO ARO 12 MOD02 ROSA ESCU RO 
100780160003;   ;BICICLETA ARO 12 ABSOLUTE PRINCESAS ;304510180003;0002  ;PINTURA PEDIVELA BRANCO 
100780160003;   ;BICICLETA ARO 12 ABSOLUTE PRINCESAS ;504010130001;   ;TINTA EM PO BRANCA 
100780160003;   ;BICICLETA ARO 12 ABSOLUTE PRINCESAS ;504010130002;   ;TINTA EM PO ROSA ESCURO 
100790160000;   ;BICICLETA ARO 16 ABSOLUTE DINOSSAURO ;207010180001;0001  ;PINTURA GARFO DIANTEIRO ARO 16 PRETO 
100790160000;   ;BICICLETA ARO 16 ABSOLUTE DINOSSAURO ;207010180002;0001  ;PINTURA GUIDAO ARO 16 PRETO 
100790160000;   ;BICICLETA ARO 16 ABSOLUTE DINOSSAURO ;207010180003;0001  ;PINTURA QUADRO ARO 16 PRETO 
100790160000;   ;BICICLETA ARO 16 ABSOLUTE DINOSSAURO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100790160000;   ;BICICLETA ARO 16 ABSOLUTE DINOSSAURO ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100790160000;   ;BICICLETA ARO 16 ABSOLUTE DINOSSAURO ;504010130007;   ;TINTA EM PO PRETA 
100790160001;   ;BICICLETA ARO 16 ABSOLUTE UNICORNIO ;207010180001;0068  ;PINTURA GARFO DIANTEIRO ARO 16 ROSA CHI CLETE 
100790160001;   ;BICICLETA ARO 16 ABSOLUTE UNICORNIO ;207010180002;0068  ;PINTURA GUIDAO ARO 16 ROSA CHICLETE 
100790160001;   ;BICICLETA ARO 16 ABSOLUTE UNICORNIO ;207010180003;0068  ;PINTURA QUADRO ARO 16 ROSA CHICLETE 
100790160001;   ;BICICLETA ARO 16 ABSOLUTE UNICORNIO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100790160001;   ;BICICLETA ARO 16 ABSOLUTE UNICORNIO ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100790160001;   ;BICICLETA ARO 16 ABSOLUTE UNICORNIO ;504010130007;   ;TINTA EM PO PRETA 
100790160001;   ;BICICLETA ARO 16 ABSOLUTE UNICORNIO ;504010130067;   ;TINTA EM PO ROSA CHICLETE 
100900160015;   ;BICICLETA BALANCE BIKE FAST MOD 3 ;206010180001;0001  ;PINTURA GARFO DIANTEIRO ARO 12 PRETO 
100900160015;   ;BICICLETA BALANCE BIKE FAST MOD 3 ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100900160015;   ;BICICLETA BALANCE BIKE FAST MOD 3 ;206010180005;0004  ;PINTURA QUADRO ARO 12 BALANCE VERMELH O 
100900160015;   ;BICICLETA BALANCE BIKE FAST MOD 3 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100900160015;   ;BICICLETA BALANCE BIKE FAST MOD 3 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100900160015;   ;BICICLETA BALANCE BIKE FAST MOD 3 ;504010130007;   ;TINTA EM PO PRETA 
100900160015;   ;BICICLETA BALANCE BIKE FAST MOD 3 ;504010130010;   ;TINTA EM PO VERMELHO 
100900160015;   ;BICICLETA BALANCE BIKE FAST MOD 3 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100900160016;   ;BICICLETA BALANCE BIKE MASCULINA MOD  5 ;206010180001;0046  ;PINTURA GARFO DIANTEIRO ARO 12 AZUL FLE X 
100900160016;   ;BICICLETA BALANCE BIKE MASCULINA MOD  5 ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100900160016;   ;BICICLETA BALANCE BIKE MASCULINA MOD  5 ;206010180005;0046  ;PINTURA QUADRO ARO 12 BALANCE AZUL FLE X 
100900160016;   ;BICICLETA BALANCE BIKE MASCULINA MOD  5 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100900160016;   ;BICICLETA BALANCE BIKE MASCULINA MOD  5 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100900160016;   ;BICICLETA BALANCE BIKE MASCULINA MOD  5 ;504010130007;   ;TINTA EM PO PRETA 
100900160016;   ;BICICLETA BALANCE BIKE MASCULINA MOD  5 ;504010130027;   ;TINTA EM PO AZUL BRILHANTE FLEX 
100900160016;   ;BICICLETA BALANCE BIKE MASCULINA MOD  5 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100900160017;   ;BICICLETA BALANCE BIKE ROCKET ASTRO 2 ;206010180001;0018  ;PINTURA GARFO DIANTEIRO ARO 12 LARANJA 
100900160017;   ;BICICLETA BALANCE BIKE ROCKET ASTRO 2 ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100900160017;   ;BICICLETA BALANCE BIKE ROCKET ASTRO 2 ;206010180005;0018  ;PINTURA QUADRO ARO 12 BALANCE LARANJA 
100900160017;   ;BICICLETA BALANCE BIKE ROCKET ASTRO 2 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100900160017;   ;BICICLETA BALANCE BIKE ROCKET ASTRO 2 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100900160017;   ;BICICLETA BALANCE BIKE ROCKET ASTRO 2 ;504010130007;   ;TINTA EM PO PRETA 
100900160017;   ;BICICLETA BALANCE BIKE ROCKET ASTRO 2 ;504010130019;   ;TINTA EM PO LARANJA FOSCO 
100900160017;   ;BICICLETA BALANCE BIKE ROCKET ASTRO 2 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100900160018;   ;BICICLETA BALANCE BIKE FEMININA 3 ;206010180001;0013  ;PINTURA GARFO DIANTEIRO ARO 12 ROSA ES CU 
100900160018;   ;BICICLETA BALANCE BIKE FEMININA 3 ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100900160018;   ;BICICLETA BALANCE BIKE FEMININA 3 ;206010180005;0013  ;PINTURA QUADRO ARO 12 BALANCE ROSA ES CURO 
100900160018;   ;BICICLETA BALANCE BIKE FEMININA 3 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100900160018;   ;BICICLETA BALANCE BIKE FEMININA 3 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100900160018;   ;BICICLETA BALANCE BIKE FEMININA 3 ;504010130002;   ;TINTA EM PO ROSA ESCURO 
100900160018;   ;BICICLETA BALANCE BIKE FEMININA 3 ;504010130007;   ;TINTA EM PO PRETA 
100900160018;   ;BICICLETA BALANCE BIKE FEMININA 3 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100900160019;   ;BICICLETA BALANCE BIKE GARDEN FLY 2 ;206010180001;0003  ;PINTURA GARFO DIANTEIRO ARO 12 AMARELO 
100900160019;   ;BICICLETA BALANCE BIKE GARDEN FLY 2 ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100900160019;   ;BICICLETA BALANCE BIKE GARDEN FLY 2 ;206010180005;0003  ;PINTURA QUADRO ARO 12 BALANCE AMARELO 
100900160019;   ;BICICLETA BALANCE BIKE GARDEN FLY 2 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100900160019;   ;BICICLETA BALANCE BIKE GARDEN FLY 2 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100900160019;   ;BICICLETA BALANCE BIKE GARDEN FLY 2 ;504010130007;   ;TINTA EM PO PRETA 
100900160019;   ;BICICLETA BALANCE BIKE GARDEN FLY 2 ;504010130069;   ;TINTA EM PO AMARELO DOURADO 
100900160019;   ;BICICLETA BALANCE BIKE GARDEN FLY 2 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100900160020;   ;BICICLETA BALANCE BIKE LOVE 2 ;206010180001;0017  ;PINTURA GARFO DIANTEIRO ARO 12 ROSA (AR O 26) 
100900160020;   ;BICICLETA BALANCE BIKE LOVE 2 ;206010180004;0017  ;PINTURA GUIDAO ARO 12 BALANCE BIKE ROSA (ARO 26) 
100900160020;   ;BICICLETA BALANCE BIKE LOVE 2 ;206010180005;0017  ;PINTURA QUADRO ARO 12 BALANCE ROSA (AR O 26) 
100900160020;   ;BICICLETA BALANCE BIKE LOVE 2 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100900160020;   ;BICICLETA BALANCE BIKE LOVE 2 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100900160020;   ;BICICLETA BALANCE BIKE LOVE 2 ;504010130007;   ;TINTA EM PO PRETA 
100900160020;   ;BICICLETA BALANCE BIKE LOVE 2 ;504010130037;   ;TINTA POLIESTER ROSA METALICO ARO 26 
100900160020;   ;BICICLETA BALANCE BIKE LOVE 2 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;206010180017;0001  ;PINTURA GUIDAO ARO 12 BALANCE DEC PRET O GRAFITE 
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;206010180018;0018  ;PINTURA QUADRO ARO 12 BALANCE DEC LARA NJA 
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;206010180019;0001  ;PINTURA GARFO DIANTEIRO ARO 12 DEC PRET O 
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;504010130007;   ;TINTA EM PO PRETA 
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;504010130091;   ;TINTA HIBRID TGIC FREE LARANJA 
100910160009;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100910160014;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;206010180017;0001  ;PINTURA GUIDAO ARO 12 BALANCE DEC PRET O GRAFITE 
100910160014;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;206010180018;0001  ;PINTURA QUADRO ARO 12 BALANCE DEC PRET O GRAFITE 
100910160014;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;206010180019;0001  ;PINTURA GARFO DIANTEIRO ARO 12 DEC PRET O 
100910160014;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100910160014;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100910160014;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;504010130007;   ;TINTA EM PO PRETA 
100910160014;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100910160014;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;206010180017;0001  ;PINTURA GUIDAO ARO 12 BALANCE DEC PRET O GRAFITE 
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;206010180018;0015  ;PINTURA QUADRO ARO 12 BALANCE DEC AZUL BEBE 
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;206010180019;0015  ;PINTURA GARFO DIANTEIRO ARO 12 DEC AZUL BEBE 
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;504010130007;   ;TINTA EM PO PRETA 
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;504010130087;   ;TINTA HIBRID TGIC FREE AZUL BEBE 
100910160016;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100910160017;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;206010180017;0028  ;PINTURA GUIDAO ARO 12 BALANCE DEC ROSA  PEROL 
100910160017;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;206010180018;0028  ;PINTURA QUADRO ARO 12 BALANCE DEC ROS A PEROL 
100910160017;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;206010180019;0028  ;PINTURA GARFO DIANTEIRO ARO 12 DEC ROS A PEROL 
100910160017;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100910160017;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100910160017;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;504010130007;   ;TINTA EM PO PRETA 
100910160017;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100910160017;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;504010130097;   ;TINTA HIBRID TGIC FREE ROSA PEROLIZADO 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;206010180016;0003  ;PINTURA QUADRO BALANCE RAIADA C/FREIO  AMARELO 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;206010180020;0001  ;PINTURA GUIDAO ARO 12 BALANCE RAIADA DE C PRETO 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;206010180021;0003  ;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  DEC AMARELO DOURADO 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;206010180022;0001  ;PINTURA DO ARO 12 DEC PRETO 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;504010130007;   ;TINTA EM PO PRETA 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;504010130088;   ;TINTA HIBRID TGIC FREE AMARELO DOURADO 
100910160018;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;206010180016;0013  ;PINTURA QUADRO BALANCE RAIADA C/FREIO  ROSA ESCURO 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;206010180020;0013  ;PINTURA GUIDAO ARO 12 BALANCE RAIADA DE C ROSA ESCURO 
