CODIGO_PRODUTO;Complemento;DESCRICAO_PRODUTO;CODIGO_COMPONENTE;Complemento_Componente;DESCRICAO_COMPONENTE
100190160004;   ;"BICICLETA ARO 14 BTWIN UNICORN 14"" ";504010130007;   ;TINTA EM PO PRETA 
100190160004;   ;"BICICLETA ARO 14 BTWIN UNICORN 14"" ";504010130074;   ;TINTA EM PO PRETO W-ECO  
100190160004;   ;"BICICLETA ARO 14 BTWIN UNICORN 14"" ";504010130090;   ;TINTA HIBRID TGIC FREE ROSA BEBE 
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;206030180007;0001  ;PINTURA QUADRO ARO 14 DEC PRETO GRAFIT E 
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;206030180008;0002  ;PINTURA GARFO DIANTEIRO ARO 14 DEC BRA NCA 
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;206030180009;0001  ;PINTURA GUIDAO ARO 14 DEC PRETO GRAFITE 
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;504010130007;   ;TINTA EM PO PRETA 
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;504010130086;   ;TINTA HIBRID TGIC FREE BRANCA 
100190160006;   ;BICICLETA ARO 14 BTWIN 500 MINI MONSTE R ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;207010180009;0001  ;PINTURA GARFO DIANT 16 DECATLHON PRETO GRAFITE 
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;207010180010;0018  ;PINTURA QUADRO 16 DECATHLON LARANJA 
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;207010180015;0001  ;PINTURA GUIDAO ARO 16 DEC PRETO GRAFITE 
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;504010130007;   ;TINTA EM PO PRETA 
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;504010130091;   ;TINTA HIBRID TGIC FREE LARANJA 
100280160005;   ;BICICLETA ARO 16 BTWIN ROBOT ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100280160006;   ;BICICLETA ARO 16 BTWIN UNICORNIO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100280160006;   ;BICICLETA ARO 16 BTWIN UNICORNIO ;207010180009;0007  ;PINTURA GARFO DIANT 16 DECATLHON ROSA  BEBE 
100280160006;   ;BICICLETA ARO 16 BTWIN UNICORNIO ;207010180010;0007  ;PINTURA QUADRO 16 DECATHLON ROSA BEBE 
100280160006;   ;BICICLETA ARO 16 BTWIN UNICORNIO ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100280160006;   ;BICICLETA ARO 16 BTWIN UNICORNIO ;207010180015;0027  ;PINTURA GUIDAO ARO 16 DEC ROSA BEBE 
100280160006;   ;BICICLETA ARO 16 BTWIN UNICORNIO ;504010130007;   ;TINTA EM PO PRETA 
100280160006;   ;BICICLETA ARO 16 BTWIN UNICORNIO ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100280160006;   ;BICICLETA ARO 16 BTWIN UNICORNIO ;504010130090;   ;TINTA HIBRID TGIC FREE ROSA BEBE 
100280160009;   ;BICICLETA ARO 16 BTWIN ORIGINAL 500 202 2 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100280160009;   ;BICICLETA ARO 16 BTWIN ORIGINAL 500 202 2 ;207010180009;0043  ;PINTURA GARFO DIANT 16 DECATLHON VERDE AQUA 
100280160009;   ;BICICLETA ARO 16 BTWIN ORIGINAL 500 202 2 ;207010180010;0043  ;PINTURA QUADRO 16 DECATHLON VERDE AQU A 
100280160009;   ;BICICLETA ARO 16 BTWIN ORIGINAL 500 202 2 ;207010180015;0009  ;PINTURA GUIDAO ARO 16 DEC PRATA 
100280160009;   ;BICICLETA ARO 16 BTWIN ORIGINAL 500 202 2 ;504010130007;   ;TINTA EM PO PRETA 
100280160009;   ;BICICLETA ARO 16 BTWIN ORIGINAL 500 202 2 ;504010130085;   ;TINTA HIBRID TGIC FREE PRATA 
100280160009;   ;BICICLETA ARO 16 BTWIN ORIGINAL 500 202 2 ;504010130089;   ;TINTA HIBRID TGIC FREE VERDE AQUA PEROL 
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;207010180009;0046  ;PINTURA GARFO DIANT 16 DECATLHON AZUL F LEX 
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;207010180010;0001  ;PINTURA QUADRO 16 DECATHLON PRETO GRA FITE 
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;207010180015;0001  ;PINTURA GUIDAO ARO 16 DEC PRETO GRAFITE 
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;504010130007;   ;TINTA EM PO PRETA 
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100280160010;   ;BICICLETA ARO 16 BTWIN DARK HERO 2022 ;504010130098;   ;TINTA HIBRID TGIC FREE AZUL FLEX 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180009;0004  ;PINTURA GARFO DIANT 16 DECATLHON VERME LHO 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180010;0004  ;PINTURA QUADRO 16 DECATHLON VERMELHO 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180012;0001  ;PINTURA DO ARO 16 PRETO 20 FUROS 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180015;0009  ;PINTURA GUIDAO ARO 16 DEC PRATA 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130007;   ;TINTA EM PO PRETA 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130085;   ;TINTA HIBRID TGIC FREE PRATA 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100280160011;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130094;   ;TINTA HIBRID TGIC FREE VERMELHO 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180009;0009  ;PINTURA GARFO DIANT 16 DECATLHON PRATA 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180010;0009  ;PINTURA QUADRO 16 DECATHLON PRATA 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180012;0001  ;PINTURA DO ARO 16 PRETO 20 FUROS 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180015;0009  ;PINTURA GUIDAO ARO 16 DEC PRATA 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;504010130007;   ;TINTA EM PO PRETA 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;504010130085;   ;TINTA HIBRID TGIC FREE PRATA 
100280160012;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180009;0054  ;PINTURA GARFO DIANT 16 DECATLHON AMARE LO DOURADO 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180010;0054  ;PINTURA QUADRO 16 DECATHLON AMARELO D OURADO 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180012;0001  ;PINTURA DO ARO 16 PRETO 20 FUROS 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180015;0054  ;PINTURA GUIDAO ARO 16 DEC AMARELO DOUR ADO 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;504010130007;   ;TINTA EM PO PRETA 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;504010130088;   ;TINTA HIBRID TGIC FREE AMARELO DOURADO 
100280160013;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180000;0056  ;PINTURA GARFO DIANTEIRO ARO 26 PEROLA 
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180001;0056  ;PINTURA GUIDAO ARO 26 PEROLA 
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180002;0056  ;PINTURA QUADRO ARO 26 PEROLA 
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180003;0055  ;PINTURA CESTINHA ARO 26 MARROM  
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180004;0055  ;PINTURA BAGAGUEIRO TRASEIRO ARO 26 MAR ROM 
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;504010130040;   ;TINTA POLIESTER BEGE METALICO ARO 26 
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100290160000;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;504010130082;   ;TINTA EM PO MARROM CAFE 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180000;0007  ;PINTURA GARFO DIANTEIRO ARO 26 ROSA 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180001;0007  ;PINTURA GUIDAO ARO 26 ROSA 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180002;0007  ;PINTURA QUADRO ARO 26 ROSA 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180003;0009  ;PINTURA CESTINHA ARO 26 PRATA 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180004;0009  ;PINTURA BAGAGUEIRO TRASEIRO ARO 26 PRA TA 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;504010130037;   ;TINTA POLIESTER ROSA METALICO ARO 26 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100290160001;   ;BICICLETA ARO 26 ANTONELLA ROSA ;504010130071;   ;TINTA EM PO CINZA 
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180000;0043  ;PINTURA GARFO DIANTEIRO ARO 26 VERDE  
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180001;0043  ;PINTURA GUIDAO ARO 26 VERDE 
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180002;0043  ;PINTURA QUADRO ARO 26 VERDE 
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180003;0009  ;PINTURA CESTINHA ARO 26 PRATA 
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180004;0009  ;PINTURA BAGAGUEIRO TRASEIRO ARO 26 PRA TA 
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;504010130039;   ;TINTA POLIEST VERDE AQUA METALICO ARO 2 6 
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100290160002;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;504010130071;   ;TINTA EM PO CINZA 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180000;0016  ;PINTURA GARFO DIANTEIRO ARO 26 CINZA 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180001;0016  ;PINTURA GUIDAO ARO 26 CINZA 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180002;0016  ;PINTURA QUADRO ARO 26 CINZA 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180003;0001  ;PINTURA CESTINHA ARO 26 PRETO 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180004;0001  ;PINTURA BAGAGUEIRO TRASEIRO ARO 26 PRE TO 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;504010130021;   ;TINTA EM PO GRAFITE METALICO FOSCO 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100290160004;   ;BICICLETA ARO 26 ANTHON CINZA ;504010130073;   ;VERNIZ BRILHANTE POLIESTER 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180000;0067  ;PINTURA GARFO DIANTEIRO ARO 26 AZUL RAL 5019 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180001;0067  ;PINTURA GUIDAO ARO 26 AZUL RAL5019 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180002;0067  ;PINTURA QUADRO ARO 26 AZUL RAL5019 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180003;0001  ;PINTURA CESTINHA ARO 26 PRETO 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180004;0001  ;PINTURA BAGAGUEIRO TRASEIRO ARO 26 PRE TO 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;504010130068;   ;TINTA EM PO AZUL RAL 5019 
100290160005;   ;BICICLETA ARO 26 ANTHON AZUL ;504010130073;   ;VERNIZ BRILHANTE POLIESTER 
100320160002;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;206010180001;0002  ;PINTURA GARFO DIANTEIRO ARO 12 BRANCO 
100320160002;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;206010180002;0002  ;PINTURA GUIDAO ARO 12 BRANCO 
100320160002;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;206010180009;0004  ;PINTURA QUADRO ARO 12 MOD02 VERMELHO 
100320160002;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;304510180003;0002  ;PINTURA PEDIVELA BRANCO 
100320160002;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;504010130001;   ;TINTA EM PO BRANCA 
100320160002;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;504010130010;   ;TINTA EM PO VERMELHO 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180000;0003  ;PINTURA GARFO DIANTEIRO ARO 26 AMARELO 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180001;0003  ;PINTURA GUIDAO ARO 26 AMARELO 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180008;0001  ;PINTURA CESTINHA C/ CHAPA ARO 26 PRETO 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180009;0001  ;PINTURA BAGAGEIRO TRAS C/ CHAPA ARO 26  PRETO 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180012;0003  ;PINTURA QUADRO ARO 26 VETTER AMARELO 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;504010130049;   ;TINTA POLIESTER AMARELO LISO BRI ARO 26 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100330160001;   ;BICICLETA ARO 26 VETTER AMARELA ;504010130073;   ;VERNIZ BRILHANTE POLIESTER 
100340160004;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;206030180000;0006  ;PINTURA GARFO DIANTEIRO ARO 14 LILAS 
100340160004;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;206030180001;0006  ;PINTURA GUIDAO ARO 14 LILAS 
100340160004;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;206030180002;0006  ;PINTURA QUADRO ARO 14 LILAS 
100340160004;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100340160004;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100340160004;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;504010130007;   ;TINTA EM PO PRETA 
100340160004;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;504010130025;   ;TINTA EM PO LILAS - BANDEIRANTES 
100340160004;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100340160005;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;206030180000;0004  ;PINTURA GARFO DIANTEIRO ARO 14 VERMELH O 
100340160005;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;206030180001;0004  ;PINTURA GUIDAO ARO 14 VERMELHO 
100340160005;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;206030180002;0004  ;PINTURA QUADRO ARO 14 VERMELHO 
100340160005;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100340160005;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100340160005;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;504010130007;   ;TINTA EM PO PRETA 
100340160005;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;504010130010;   ;TINTA EM PO VERMELHO 
100340160005;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100360160004;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180001;0067  ;PINTURA GUIDAO ARO 26 AZUL RAL5019 
100360160004;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180003;0001  ;PINTURA CESTINHA ARO 26 PRETO 
100360160004;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100360160004;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180011;0067  ;PINTURA GARFO DIANTEIRO ARO 26 MOBHIS 0 1 AZUL RAL5019 
100360160004;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180013;0067  ;PINTURA QUADRO ARO 26 MOBHIS AZUL RAL5 019 
100360160004;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100360160004;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;504010130068;   ;TINTA EM PO AZUL RAL 5019 
100360160004;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;504010130073;   ;VERNIZ BRILHANTE POLIESTER 
100460160002;   ;BICICLETA ARO 26 LOUIS AZUL ;207150180000;0047  ;PINTURA GARFO DIANTEIRO ARO 26 AZUL MAR INHO 
100460160002;   ;BICICLETA ARO 26 LOUIS AZUL ;207150180001;0047  ;PINTURA GUIDAO ARO 26 AZUL MARINHO 
100460160002;   ;BICICLETA ARO 26 LOUIS AZUL ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100460160002;   ;BICICLETA ARO 26 LOUIS AZUL ;207150180015;0047  ;PINTURA QUADRO ARO 26 S/CAMBIO PE LATER AZUL MARINHO 
100460160002;   ;BICICLETA ARO 26 LOUIS AZUL ;504010130050;   ;TINTA EM PO AZUL MARINHO 
100460160002;   ;BICICLETA ARO 26 LOUIS AZUL ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100460160002;   ;BICICLETA ARO 26 LOUIS AZUL ;504010130073;   ;VERNIZ BRILHANTE POLIESTER 
100460160003;   ;BICICLETA ARO 26 LIS CORAL PINK ;207150180000;0062  ;PINTURA GARFO DIANTEIRO ARO 26 CORAL PI NK 
100460160003;   ;BICICLETA ARO 26 LIS CORAL PINK ;207150180001;0062  ;PINTURA GUIDAO ARO 26 CORAL PINK 
100460160003;   ;BICICLETA ARO 26 LIS CORAL PINK ;207150180007;0001  ;PINTURA SUPORTE COBRE CORRENTE ARO 26 
100460160003;   ;BICICLETA ARO 26 LIS CORAL PINK ;207150180015;0062  ;PINTURA QUADRO ARO 26 S/CAMBIO PE LATER CORAL PINK 
100460160003;   ;BICICLETA ARO 26 LIS CORAL PINK ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100460160003;   ;BICICLETA ARO 26 LIS CORAL PINK ;504010130072;   ;TINTA EM PO CORAL PINK 
100460160003;   ;BICICLETA ARO 26 LIS CORAL PINK ;504010130073;   ;VERNIZ BRILHANTE POLIESTER 
100510160012;   ;TRICICLO YOU 3 GIRL 2020 ;206020180001;0013  ;PINTURA QUADRO TRICICLO ROSA ESCURO 
100510160012;   ;TRICICLO YOU 3 GIRL 2020 ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100510160012;   ;TRICICLO YOU 3 GIRL 2020 ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100510160012;   ;TRICICLO YOU 3 GIRL 2020 ;504010130001;   ;TINTA EM PO BRANCA 
100510160012;   ;TRICICLO YOU 3 GIRL 2020 ;504010130002;   ;TINTA EM PO ROSA ESCURO 
100510160014;   ;TRICICLO KIDS 4 2023 ;206020180001;0002  ;PINTURA QUADRO TRICICLO BRANCO 
100510160014;   ;TRICICLO KIDS 4 2023 ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100510160014;   ;TRICICLO KIDS 4 2023 ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100510160014;   ;TRICICLO KIDS 4 2023 ;504010130001;   ;TINTA EM PO BRANCA 
100510160015;   ;TRICICLO YOU 3 BOY 2023 ;206020180001;0005  ;PINTURA QUADRO TRICICLO AZUL ESCURO 
100510160015;   ;TRICICLO YOU 3 BOY 2023 ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100510160015;   ;TRICICLO YOU 3 BOY 2023 ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100510160015;   ;TRICICLO YOU 3 BOY 2023 ;504010130001;   ;TINTA EM PO BRANCA 
100510160015;   ;TRICICLO YOU 3 BOY 2023 ;504010130006;   ;TINTA EM PO AZUL ESCURO 
100510160016;   ;TRICICLO HONEY BEE ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100510160016;   ;TRICICLO HONEY BEE ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100510160016;   ;TRICICLO HONEY BEE ;206020180004;0006  ;PINTURA QUADRO TRICICLO CESTO LILAS 
100510160016;   ;TRICICLO HONEY BEE ;504010130001;   ;TINTA EM PO BRANCA 
100510160016;   ;TRICICLO HONEY BEE ;504010130025;   ;TINTA EM PO LILAS - BANDEIRANTES 
100510160017;   ;TRICICLO KIDS 5 ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100510160017;   ;TRICICLO KIDS 5 ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100510160017;   ;TRICICLO KIDS 5 ;206020180004;0002  ;PINTURA QUADRO TRICICLO CESTO BRANCO 
100510160017;   ;TRICICLO KIDS 5 ;504010130001;   ;TINTA EM PO BRANCA 
100580160002;   ;TRICICLO PRINCESAS ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100580160002;   ;TRICICLO PRINCESAS ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100580160002;   ;TRICICLO PRINCESAS ;206020180004;0007  ;PINTURA QUADRO TRICICLO CESTO ROSA CLA RO 
100580160002;   ;TRICICLO PRINCESAS ;504010130001;   ;TINTA EM PO BRANCA 
100580160002;   ;TRICICLO PRINCESAS ;504010130015;   ;TINTA EM PO ROSA CLARO 
100580160003;   ;TRICICLO SPIDER MAN ;206020180002;0002  ;PINTURA GUIDAO TRICICLO BRANCO 
100580160003;   ;TRICICLO SPIDER MAN ;206020180003;0002  ;PINTURA EIXO TRASEIRO TRICICLO BRANCO 
100580160003;   ;TRICICLO SPIDER MAN ;206020180004;0004  ;PINTURA QUADRO TRICICLO CESTO VERMELH O 
100580160003;   ;TRICICLO SPIDER MAN ;504010130001;   ;TINTA EM PO BRANCA 
