CODIGO_PRODUTO;Complemento;DESCRICAO_PRODUTO;CODIGO_COMPONENTE;Complemento_Componente;Componente;LINHA;DESCRICAO_COMPONENTE;DESC_COR;CODIGO_COR;DESCRICAO_COR;Linha;Peças p/ gancheira;Espaçamento;PINOS ;Estoque Gancheiras;Altura;Largura;Peso (kg)
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180010.0;0004  ;Quadro 16;Aro 16;PINTURA QUADRO 16 DECATHLON VERMELHO ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180012.0;0001  ;Roda Aro 16;Aro 16;PINTURA DO ARO 16 PRETO 20 FUROS ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;16.0;1,20;2.0;;;;
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;207010180015.0;0009  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 DEC PRATA ;tgic free prata;504010130085.0;TINTA HIBRID TGIC FREE PRATA;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130085.0;   ;;;TINTA HIBRID TGIC FREE PRATA ;;;;;;;;;;;
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
100280160011.0;   ;BICICLETA ARO 16 BTWIN CRUISER 500 202 2 ;504010130094.0;   ;;;TINTA HIBRID TGIC FREE VERMELHO ;;;;;;;;;;;
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180009.0;0009  ;Garfo 16;Aro 16;PINTURA GARFO DIANT 16 DECATLHON PRATA ;tgic free prata;504010130085.0;TINTA HIBRID TGIC FREE PRATA;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180010.0;0009  ;Quadro 16;Aro 16;PINTURA QUADRO 16 DECATHLON PRATA ;tgic free prata;504010130085.0;TINTA HIBRID TGIC FREE PRATA;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180012.0;0001  ;Roda Aro 16;Aro 16;PINTURA DO ARO 16 PRETO 20 FUROS ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;16.0;1,20;2.0;;;;
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;207010180015.0;0009  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 DEC PRATA ;tgic free prata;504010130085.0;TINTA HIBRID TGIC FREE PRATA;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;504010130085.0;   ;;;TINTA HIBRID TGIC FREE PRATA ;;;;;;;;;;;
100280160012.0;   ;BICICLETA ARO 16 BTWIN 500 PRATA/VERM ELHA ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180009.0;0054  ;Garfo 16;Aro 16;PINTURA GARFO DIANT 16 DECATLHON AMARE LO DOURADO ;amarelo dourado;504010130069.0;TINTA EM PO AMARELO DOURADO;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180010.0;0054  ;Quadro 16;Aro 16;PINTURA QUADRO 16 DECATHLON AMARELO D OURADO ;amarelo dourado;504010130069.0;TINTA EM PO AMARELO DOURADO;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180012.0;0001  ;Roda Aro 16;Aro 16;PINTURA DO ARO 16 PRETO 20 FUROS ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;16.0;1,20;2.0;;;;
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;207010180015.0;0054  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 DEC AMARELO DOUR ADO ;amarelo dourado;504010130069.0;TINTA EM PO AMARELO DOURADO;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;504010130088.0;   ;;;TINTA HIBRID TGIC FREE AMARELO DOURADO ;;;;;;;;;;;
100280160013.0;   ;BICICLETA ARO 16 BTWIN 500 AMARELA ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180000.0;0056  ;Garfo 26;Aro 26;PINTURA GARFO DIANTEIRO ARO 26 PEROLA ;;;;Aro 26;16.0;1,15;2.0;20.0;1,51;92c;6,600
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180001.0;0056  ;Guidão 26;Aro 26;PINTURA GUIDAO ARO 26 PEROLA ;;;;Aro 26;12.0;1,56;3.0;62.0;1,81;34c;3,200
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180002.0;0056  ;Quadro 26;Aro 26;PINTURA QUADRO ARO 26 PEROLA ;;;;Aro 26;1.0;1,00;;;;;
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180003.0;0055  ;Cestinha 26;Aro 26;PINTURA CESTINHA ARO 26 MARROM  ;;;;Aro 26;4.0;1,18;2.0;13.0;1,16;17c;2,200
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180004.0;0055  ;Bagageiro 26;Aro 26;PINTURA BAGAGUEIRO TRASEIRO ARO 26 MAR ROM ;;;;Aro 26;4.0;1,53;4.0;15.0;1,16;62c;0,700
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;207150180007.0;0001  ;Bagageiro 26;Aro 26;PINTURA SUPORTE COBRE CORRENTE ARO 26 ;preto fosco;504010130061.0;TINTA EM PO PRETO FOSCO;Aro 26;4.0;1,53;4.0;15.0;1,16;62c;0,700
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;504010130040.0;   ;;;TINTA POLIESTER BEGE METALICO ARO 26 ;;;;;;;;;;;
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;504010130061.0;   ;;;TINTA EM PO PRETO FOSCO ;;;;;;;;;;;
100290160000.0;   ;BICICLETA ARO 26 ANTONELLA PEROLA ;504010130082.0;   ;;;TINTA EM PO MARROM CAFE ;;;;;;;;;;;
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180000.0;0007  ;Garfo 26;Aro 26;PINTURA GARFO DIANTEIRO ARO 26 ROSA ;rosa metalico aro 26;504010130037.0;TINTA POLIESTER ROSA METALICO ARO 26;Aro 26;16.0;1,15;2.0;20.0;1,51;92c;6,600
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180001.0;0007  ;Guidão 26;Aro 26;PINTURA GUIDAO ARO 26 ROSA ;rosa metalico aro 26;504010130037.0;TINTA POLIESTER ROSA METALICO ARO 26;Aro 26;12.0;1,56;3.0;62.0;1,81;34c;3,200
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180002.0;0007  ;Quadro 26;Aro 26;PINTURA QUADRO ARO 26 ROSA ;rosa metalico aro 26;504010130037.0;TINTA POLIESTER ROSA METALICO ARO 26;Aro 26;1.0;1,00;;;;;
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180003.0;0009  ;Cestinha 26;Aro 26;PINTURA CESTINHA ARO 26 PRATA ;tgic free prata;504010130085.0;TINTA HIBRID TGIC FREE PRATA;Aro 26;4.0;1,18;2.0;13.0;1,16;17c;2,200
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180004.0;0009  ;Bagageiro 26;Aro 26;PINTURA BAGAGUEIRO TRASEIRO ARO 26 PRA TA ;tgic free prata;504010130085.0;TINTA HIBRID TGIC FREE PRATA;Aro 26;4.0;1,53;4.0;15.0;1,16;62c;0,700
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;207150180007.0;0001  ;;Aro 26;PINTURA SUPORTE COBRE CORRENTE ARO 26 ;preto fosco;504010130061.0;TINTA EM PO PRETO FOSCO;;;;;;;;
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;504010130037.0;   ;;;TINTA POLIESTER ROSA METALICO ARO 26 ;;;;;;;;;;;
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;504010130061.0;   ;;;TINTA EM PO PRETO FOSCO ;;;;;;;;;;;
100290160001.0;   ;BICICLETA ARO 26 ANTONELLA ROSA ;504010130071.0;   ;;;TINTA EM PO CINZA ;;;;;;;;;;;
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180000.0;0043  ;Garfo 26;Aro 26;PINTURA GARFO DIANTEIRO ARO 26 VERDE  ;verde;;;Aro 26;16.0;1,15;2.0;20.0;1,51;92c;6,600
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180001.0;0043  ;Guidão 26;Aro 26;PINTURA GUIDAO ARO 26 VERDE ;verde;;;Aro 26;12.0;1,56;3.0;62.0;1,81;34c;3,200
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180002.0;0043  ;Quadro 26;Aro 26;PINTURA QUADRO ARO 26 VERDE ;verde;;;Aro 26;1.0;1,00;;;;;
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180003.0;0009  ;Cestinha 26;Aro 26;PINTURA CESTINHA ARO 26 PRATA ;tgic free prata;504010130085.0;TINTA HIBRID TGIC FREE PRATA;Aro 26;4.0;1,18;2.0;13.0;1,16;17c;2,200
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180004.0;0009  ;Bagageiro 26;Aro 26;PINTURA BAGAGUEIRO TRASEIRO ARO 26 PRA TA ;tgic free prata;504010130085.0;TINTA HIBRID TGIC FREE PRATA;Aro 26;4.0;1,53;4.0;15.0;1,16;62c;0,700
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;207150180007.0;0001  ;;Aro 26;PINTURA SUPORTE COBRE CORRENTE ARO 26 ;preto fosco;504010130061.0;TINTA EM PO PRETO FOSCO;;;;;;;;
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;504010130039.0;   ;;;TINTA POLIEST VERDE AQUA METALICO ARO 2 6 ;;;;;;;;;;;
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;504010130061.0;   ;;;TINTA EM PO PRETO FOSCO ;;;;;;;;;;;
100290160002.0;   ;BICICLETA ARO 26 ANTONELLA VERDE AQU A ;504010130071.0;   ;;;TINTA EM PO CINZA ;;;;;;;;;;;
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180000.0;0016  ;Garfo 26;Aro 26;PINTURA GARFO DIANTEIRO ARO 26 CINZA ;cinza;504010130071.0;TINTA EM PO CINZA;Aro 26;16.0;1,15;2.0;20.0;1,51;92c;6,600
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180001.0;0016  ;Guidão 26;Aro 26;PINTURA GUIDAO ARO 26 CINZA ;cinza;504010130071.0;TINTA EM PO CINZA;Aro 26;12.0;1,56;3.0;62.0;1,81;34c;3,200
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180002.0;0016  ;Quadro 26;Aro 26;PINTURA QUADRO ARO 26 CINZA ;cinza;504010130071.0;TINTA EM PO CINZA;Aro 26;1.0;1,00;;;;;
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180003.0;0001  ;Cestinha 26;Aro 26;PINTURA CESTINHA ARO 26 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 26;4.0;1,18;2.0;13.0;1,16;17c;2,200
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180004.0;0001  ;Bagageiro 26;Aro 26;PINTURA BAGAGUEIRO TRASEIRO ARO 26 PRE TO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 26;4.0;1,53;4.0;15.0;1,16;62c;0,700
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;207150180007.0;0001  ;;Aro 26;PINTURA SUPORTE COBRE CORRENTE ARO 26 ;preto fosco;504010130061.0;TINTA EM PO PRETO FOSCO;;;;;;;;
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;504010130021.0;   ;;;TINTA EM PO GRAFITE METALICO FOSCO ;;;;;;;;;;;
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;504010130061.0;   ;;;TINTA EM PO PRETO FOSCO ;;;;;;;;;;;
100290160004.0;   ;BICICLETA ARO 26 ANTHON CINZA ;504010130073.0;   ;;Aro 26;VERNIZ BRILHANTE POLIESTER ;;;;;;;;;;;
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180000.0;0067  ;Garfo 26;Aro 26;PINTURA GARFO DIANTEIRO ARO 26 AZUL RAL 5019 ;;;;Aro 26;16.0;1,15;2.0;20.0;1,51;92c;6,600
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180001.0;0067  ;Guidão 26;Aro 26;PINTURA GUIDAO ARO 26 AZUL RAL5019 ;;;;Aro 26;12.0;1,56;3.0;62.0;1,81;34c;3,200
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180002.0;0067  ;Quadro 26;Aro 26;PINTURA QUADRO ARO 26 AZUL RAL5019 ;;;;Aro 26;1.0;1,00;;;;;
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180003.0;0001  ;Cestinha 26;Aro 26;PINTURA CESTINHA ARO 26 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 26;4.0;1,18;2.0;13.0;1,16;17c;2,200
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180004.0;0001  ;Bagageiro 26;Aro 26;PINTURA BAGAGUEIRO TRASEIRO ARO 26 PRE TO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 26;4.0;1,53;4.0;15.0;1,16;62c;0,700
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;207150180007.0;0001  ;;Aro 26;PINTURA SUPORTE COBRE CORRENTE ARO 26 ;preto fosco;504010130061.0;TINTA EM PO PRETO FOSCO;;;;;;;;
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;504010130061.0;   ;;;TINTA EM PO PRETO FOSCO ;;;;;;;;;;;
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;504010130068.0;   ;;;TINTA EM PO AZUL RAL 5019 ;;;;;;;;;;;
100290160005.0;   ;BICICLETA ARO 26 ANTHON AZUL ;504010130073.0;   ;;Aro 26;VERNIZ BRILHANTE POLIESTER ;;;;;;;;;;;
100320160002.0;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;206010180001.0;0002  ;Garfo 12;Aro 12;PINTURA GARFO DIANTEIRO ARO 12 BRANCO ;branca;504010130001.0;TINTA EM PO BRANCA;Aro 12;24.0;1,20;1.0;114.0;1,75;73c ;5,400
100320160002.0;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;206010180002.0;0002  ;Guidão 12;Aro 12;PINTURA GUIDAO ARO 12 BRANCO ;branca;504010130001.0;TINTA EM PO BRANCA;Aro 12;26.0;1,20;1.0;116.0;1,94;23c;2,480
100320160002.0;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;206010180009.0;0004  ;Quadro 12;Aro 12;PINTURA QUADRO ARO 12 MOD02 VERMELHO ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 12;8.0;0,90;1.0;166.0;1,75;30c;2,300
100320160002.0;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;304510180003.0;0002  ;Pedivela 12;Aro 12;PINTURA PEDIVELA BRANCO ;branca;504010130001.0;TINTA EM PO BRANCA;Aro 12;44.0;0,80;1.0;150.0;1,53;60c;2,500
100320160002.0;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;504010130001.0;   ;;;TINTA EM PO BRANCA ;;;;;;;;;;;
100320160002.0;   ;BICICLETA ARO 12 XICORIA BOY MOD 02 ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180000.0;0003  ;Garfo 26;Aro 26;PINTURA GARFO DIANTEIRO ARO 26 AMARELO ;amarelo dourado;504010130069.0;TINTA EM PO AMARELO DOURADO;Aro 26;16.0;1,15;2.0;20.0;1,51;92c;6,600
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180001.0;0003  ;Guidão 26;Aro 26;PINTURA GUIDAO ARO 26 AMARELO ;amarelo dourado;504010130069.0;TINTA EM PO AMARELO DOURADO;Aro 26;12.0;1,56;3.0;62.0;1,81;34c;3,200
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180007.0;0001  ;;Aro 26;PINTURA SUPORTE COBRE CORRENTE ARO 26 ;preto fosco;504010130061.0;TINTA EM PO PRETO FOSCO;;;;;;;;
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180008.0;0001  ;Cestinha 26;Aro 26;PINTURA CESTINHA C/ CHAPA ARO 26 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 26;4.0;1,18;2.0;13.0;1,16;17c;2,200
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180009.0;0001  ;Bagageiro 26;Aro 26;PINTURA BAGAGEIRO TRAS C/ CHAPA ARO 26  PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 26;4.0;1,53;4.0;15.0;1,16;62c;0,700
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;207150180012.0;0003  ;Quadro 26;Aro 26;PINTURA QUADRO ARO 26 VETTER AMARELO ;amarelo dourado;504010130069.0;TINTA EM PO AMARELO DOURADO;Aro 26;1.0;1,00;;;;;
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;504010130049.0;   ;;;TINTA POLIESTER AMARELO LISO BRI ARO 26 ;;;;;;;;;;;
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;504010130061.0;   ;;;TINTA EM PO PRETO FOSCO ;;;;;;;;;;;
100330160001.0;   ;BICICLETA ARO 26 VETTER AMARELA ;504010130073.0;   ;;Aro 26;VERNIZ BRILHANTE POLIESTER ;;;;;;;;;;;
100340160004.0;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;206030180000.0;0006  ;Garfo 14;Aro 14;PINTURA GARFO DIANTEIRO ARO 14 LILAS ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 14;24.0;1,20;2.0;114.0;1,71;95c;4,260
100340160004.0;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;206030180001.0;0006  ;Guidão 14;Aro 14;PINTURA GUIDAO ARO 14 LILAS ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 14;26.0;1,20;2.0;116.0;1,94;23c;2,480
100340160004.0;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;206030180002.0;0006  ;Quadro 14;Aro 14;PINTURA QUADRO ARO 14 LILAS ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 14;6.0;1,20;2.0;55.0;1,65;56c;2,200
100340160004.0;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 14;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
100340160004.0;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;207010180013.0;0001  ;Canote do Selim;Aro 14;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
100340160004.0;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100340160004.0;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;504010130025.0;   ;;;TINTA EM PO LILAS - BANDEIRANTES ;;;;;;;;;;;
100340160004.0;   ;BICICLETA ARO 14 CECIZINHA MOD 2024 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100340160005.0;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;206030180000.0;0004  ;Garfo 14;Aro 14;PINTURA GARFO DIANTEIRO ARO 14 VERMELH O ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 14;24.0;1,20;2.0;114.0;1,71;95c;4,260
100340160005.0;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;206030180001.0;0004  ;Guidão 14;Aro 14;PINTURA GUIDAO ARO 14 VERMELHO ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 14;26.0;1,20;2.0;116.0;1,94;23c;2,480
100340160005.0;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;206030180002.0;0004  ;Quadro 14;Aro 14;PINTURA QUADRO ARO 14 VERMELHO ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 14;6.0;1,20;2.0;55.0;1,65;56c;2,200
100340160005.0;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 14;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
100340160005.0;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;207010180013.0;0001  ;Canote do Selim;Aro 14;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
100340160005.0;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100340160005.0;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
100340160005.0;   ;BICICLETA ARO 14 ZIGBIM MOD 2024 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100360160004.0;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180001.0;0067  ;Guidão 26;Aro 26;PINTURA GUIDAO ARO 26 AZUL RAL5019 ;;;;Aro 26;12.0;1,56;3.0;62.0;1,81;34c;3,200
100360160004.0;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180003.0;0001  ;Cestinha 26;Aro 26;PINTURA CESTINHA ARO 26 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 26;4.0;1,18;2.0;13.0;1,16;17c;2,200
100360160004.0;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180007.0;0001  ;;Aro 26;PINTURA SUPORTE COBRE CORRENTE ARO 26 ;preto fosco;504010130061.0;TINTA EM PO PRETO FOSCO;;;;;;;;
100360160004.0;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180011.0;0067  ;Garfo 26;Aro 26;PINTURA GARFO DIANTEIRO ARO 26 MOBHIS 0 1 AZUL RAL5019 ;;;;Aro 26;16.0;1,15;2.0;20.0;1,51;92c;6,600
100360160004.0;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;207150180013.0;0067  ;Quadro 26;Aro 26;PINTURA QUADRO ARO 26 MOBHIS AZUL RAL5 019 ;;;;Aro 26;1.0;1,00;;;;;
100360160004.0;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;504010130061.0;   ;;;TINTA EM PO PRETO FOSCO ;;;;;;;;;;;
100360160004.0;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;504010130068.0;   ;;;TINTA EM PO AZUL RAL 5019 ;;;;;;;;;;;
100360160004.0;   ;BICICLETA ARO 26 MOBHIS AZUL 5019 ;504010130073.0;   ;;Aro 26;VERNIZ BRILHANTE POLIESTER ;;;;;;;;;;;
100460160002.0;   ;BICICLETA ARO 26 LOUIS AZUL ;207150180000.0;0047  ;Garfo 26;Aro 26;PINTURA GARFO DIANTEIRO ARO 26 AZUL MAR INHO ;;;;Aro 26;16.0;1,15;2.0;20.0;1,51;92c;6,600
100460160002.0;   ;BICICLETA ARO 26 LOUIS AZUL ;207150180001.0;0047  ;Guidão 26;Aro 26;PINTURA GUIDAO ARO 26 AZUL MARINHO ;;;;Aro 26;12.0;1,56;3.0;62.0;1,81;34c;3,200
