CODIGO_PRODUTO;Complemento;DESCRICAO_PRODUTO;CODIGO_COMPONENTE;Complemento_Componente;Componente;LINHA;DESCRICAO_COMPONENTE;DESC_COR;CODIGO_COR;DESCRICAO_COR;Linha;Peças p/ gancheira;Espaçamento;PINOS ;Estoque Gancheiras;Altura;Largura;Peso (kg)
101210160000.0;   ;BICICLETA ARO 20 BTWIN RACING BOY ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101210160000.0;   ;BICICLETA ARO 20 BTWIN RACING BOY ;504010130093.0;   ;;;TINTA HIBRID TGIC FREE PRETO FOSCO ;;;;;;;;;;;
101210160000.0;   ;BICICLETA ARO 20 BTWIN RACING BOY ;504010130098.0;   ;;;TINTA HIBRID TGIC FREE AZUL FLEX ;;;;;;;;;;;
101210160003.0;   ;BICICLETA ARO 20 BTWIN MISTGIRL BR/AZU L ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 20;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101210160003.0;   ;BICICLETA ARO 20 BTWIN MISTGIRL BR/AZU L ;207100180017.0;0015  ;Garfo 20;Aro 20;PINTURA GARFO DIANTEIRO ARO 20 DEC AZUL BEBE ;tgic free azul bebe;504010130087.0;TINTA HIBRID TGIC FREE AZUL BEBE;Aro 20;16.0;1,15;2.0;34.0;1,51;92c;6,600
101210160003.0;   ;BICICLETA ARO 20 BTWIN MISTGIRL BR/AZU L ;207100180018.0;0002  ;Guidão 20;Aro 20;PINTURA GUIDAO ARO 20 DEC BRANCA ;branca;504010130001.0;TINTA EM PO BRANCA;Aro 20;12.0;1,56;2.0;116.0;1,94;23c;2,480
101210160003.0;   ;BICICLETA ARO 20 BTWIN MISTGIRL BR/AZU L ;207100180019.0;0002  ;Quadro 20;Aro 20;PINTURA QUADRO ARO 20 DEC BRANCA ;branca;504010130001.0;TINTA EM PO BRANCA;Aro 20;4.0;1,45;3.0;93.0;1,67;77c;2,500
101210160003.0;   ;BICICLETA ARO 20 BTWIN MISTGIRL BR/AZU L ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101210160003.0;   ;BICICLETA ARO 20 BTWIN MISTGIRL BR/AZU L ;504010130086.0;   ;;;TINTA HIBRID TGIC FREE BRANCA ;;;;;;;;;;;
101210160003.0;   ;BICICLETA ARO 20 BTWIN MISTGIRL BR/AZU L ;504010130087.0;   ;;;TINTA HIBRID TGIC FREE AZUL BEBE ;;;;;;;;;;;
101210160007.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 500 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 20;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101210160007.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 500 ;207100180004.0;0043  ;Garfo 20;Aro 20;PINTURA GARFO DIANT ARO 20 P/ PARALAMA  VERDE AQUA ;verde;;;Aro 20;16.0;1,15;2.0;34.0;1,51;92c;6,600
101210160007.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 500 ;207100180005.0;0043  ;Quadro 20;Aro 20;PINTURA QUADRO ARO 20 FEM P/PARALAMA V ERDE AQUA ;verde;;;Aro 20;4.0;1,45;3.0;93.0;1,67;77c;2,500
101210160007.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 500 ;207100180006.0;0043  ;Paralama Traseiro 20;Aro 20;PINTURA PARALAMAS DIAN/TRAS ARO 20 VER DE AQUA ;verde;;;Aro 20;6.0;1,20;2.0;;;;
101210160007.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 500 ;207100180018.0;0043  ;Guidão 20;Aro 20;PINTURA GUIDAO ARO 20 DEC VERDE AQUA ;verde;;;Aro 20;12.0;1,56;2.0;116.0;1,94;23c;2,480
101210160007.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 500 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101210160007.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 500 ;504010130039.0;   ;;;TINTA POLIEST VERDE AQUA METALICO ARO 2 6 ;;;;;;;;;;;
101210160007.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 500 ;504010130089.0;   ;;;TINTA HIBRID TGIC FREE VERDE AQUA PEROL ;;;;;;;;;;;
101210160008.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 120 RO SA ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 20;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101210160008.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 120 RO SA ;207100180017.0;0028  ;Garfo 20;Aro 20;PINTURA GARFO DIANTEIRO ARO 20 DEC ROS A PEROL ;tgic free rosa perolizado;504010130097.0;TINTA HIBRID TGIC FREE ROSA PEROLIZADO;Aro 20;16.0;1,15;2.0;34.0;1,51;92c;6,600
101210160008.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 120 RO SA ;207100180018.0;0028  ;Guidão 20;Aro 20;PINTURA GUIDAO ARO 20 DEC ROSA PEROL ;tgic free rosa perolizado;504010130097.0;TINTA HIBRID TGIC FREE ROSA PEROLIZADO;Aro 20;12.0;1,56;2.0;116.0;1,94;23c;2,480
101210160008.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 120 RO SA ;207100180019.0;0028  ;Quadro 20;Aro 20;PINTURA QUADRO ARO 20 DEC ROSA PEROL ;tgic free rosa perolizado;504010130097.0;TINTA HIBRID TGIC FREE ROSA PEROLIZADO;Aro 20;4.0;1,45;3.0;93.0;1,67;77c;2,500
101210160008.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 120 RO SA ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101210160008.0;   ;BICICLETA ARO 20 BTWIN ORIGINAL 120 RO SA ;504010130097.0;   ;;;TINTA HIBRID TGIC FREE ROSA PEROLIZADO ;;;;;;;;;;;
101210160009.0;   ;BICICLETA ARO 20 BTWIN ST 120 MASC 2022 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 20;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101210160009.0;   ;BICICLETA ARO 20 BTWIN ST 120 MASC 2022 ;207100180007.0;0001  ;Guidão 20;Aro 20;PINTURA GUIDAO ARO 20 MTB PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 20;12.0;1,56;2.0;116.0;1,94;23c;2,480
101210160009.0;   ;BICICLETA ARO 20 BTWIN ST 120 MASC 2022 ;207100180009.0;0001  ;Quadro 20;Aro 20;PINTURA QUADRO ARO 20 MASC MTB PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 20;4.0;1,45;3.0;93.0;1,67;77c;2,500
101210160009.0;   ;BICICLETA ARO 20 BTWIN ST 120 MASC 2022 ;207100180017.0;0001  ;Garfo 20;Aro 20;PINTURA GARFO DIANTEIRO ARO 20 DEC PRET O GRAFITE ;tgic free preto grafite;504010130092.0;TINTA HIBRID TGIC FREE PRETO GRAFITE;Aro 20;16.0;1,15;2.0;34.0;1,51;92c;6,600
101210160009.0;   ;BICICLETA ARO 20 BTWIN ST 120 MASC 2022 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101210160009.0;   ;BICICLETA ARO 20 BTWIN ST 120 MASC 2022 ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
101210160010.0;   ;BICICLETA ARO 20 BTWIN ST 500 MASC 2022 ;207100180009.0;0041  ;Quadro 20;Aro 20;PINTURA QUADRO ARO 20 MASC MTB GRAFITE PEROL ;grafite metalico fosco;504010130021.0;TINTA EM PO GRAFITE METALICO FOSCO;Aro 20;4.0;1,45;3.0;93.0;1,67;77c;2,500
101210160010.0;   ;BICICLETA ARO 20 BTWIN ST 500 MASC 2022 ;207100180011.0;0001  ;Guidão 20;Aro 20;PINTURA GUIDAO ARO 20 MTB EXPANDIDO PR ETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 20;12.0;1,56;2.0;116.0;1,94;23c;2,480
101210160010.0;   ;BICICLETA ARO 20 BTWIN ST 500 MASC 2022 ;207100180012.0;0001  ;Roda Aro 20;Aro 20;PINTURA DO ARO 20 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 20;16.0;0,80;;;;;
101210160010.0;   ;BICICLETA ARO 20 BTWIN ST 500 MASC 2022 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101210160010.0;   ;BICICLETA ARO 20 BTWIN ST 500 MASC 2022 ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
101210160010.0;   ;BICICLETA ARO 20 BTWIN ST 500 MASC 2022 ;504010130095.0;   ;;;TINTA HIBRID TGIC FREE CINZA GRAFITE ;;;;;;;;;;;
101250160003.0;   ;BICICLETA ARO 16 SPIDER MAN ;207010180001.0;0004  ;Garfo 16;Aro 16;PINTURA GARFO DIANTEIRO ARO 16 VERMELH O ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
101250160003.0;   ;BICICLETA ARO 16 SPIDER MAN ;207010180002.0;0004  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 VERMELHO ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
101250160003.0;   ;BICICLETA ARO 16 SPIDER MAN ;207010180003.0;0004  ;Quadro 16;Aro 16;PINTURA QUADRO ARO 16 VERMELHO  ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
101250160003.0;   ;BICICLETA ARO 16 SPIDER MAN ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101250160003.0;   ;BICICLETA ARO 16 SPIDER MAN ;207010180007.0;0001  ;Abraçadeira 16;Aro 16;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
101250160003.0;   ;BICICLETA ARO 16 SPIDER MAN ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101250160003.0;   ;BICICLETA ARO 16 SPIDER MAN ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
101250160006.0;   ;BICICLETA ARO 16 STITCH ;207010180001.0;0006  ;Garfo 16;Aro 16;PINTURA GARFO DIANTEIRO ARO 16 LILAS BAN DEIRANTES ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
101250160006.0;   ;BICICLETA ARO 16 STITCH ;207010180002.0;0006  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 LILAS BANDEIRANTE S ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
101250160006.0;   ;BICICLETA ARO 16 STITCH ;207010180003.0;0006  ;Quadro 16;Aro 16;PINTURA QUADRO ARO 16 LILAS BANDEIRANT ES ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
101250160006.0;   ;BICICLETA ARO 16 STITCH ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101250160006.0;   ;BICICLETA ARO 16 STITCH ;207010180007.0;0001  ;Abraçadeira 16;Aro 16;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
101250160006.0;   ;BICICLETA ARO 16 STITCH ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101250160006.0;   ;BICICLETA ARO 16 STITCH ;504010130025.0;   ;;;TINTA EM PO LILAS - BANDEIRANTES ;;;;;;;;;;;
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;207010180001.0;0004  ;Garfo 16;Aro 16;PINTURA GARFO DIANTEIRO ARO 16 VERMELH O ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;207010180002.0;0004  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 VERMELHO ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;207010180003.0;0004  ;Quadro 16;Aro 16;PINTURA QUADRO ARO 16 VERMELHO  ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;207010180007.0;0001  ;Abraçadeira 16;Aro 16;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
101250160007.0;   ;BICICLETA ARO 16 SPIDER MAN 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;207010180001.0;0006  ;Garfo 16;Aro 16;PINTURA GARFO DIANTEIRO ARO 16 LILAS BAN DEIRANTES ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;207010180002.0;0006  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 LILAS BANDEIRANTE S ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;207010180003.0;0006  ;Quadro 16;Aro 16;PINTURA QUADRO ARO 16 LILAS BANDEIRANT ES ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;207010180007.0;0001  ;Abraçadeira 16;Aro 16;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;504010130025.0;   ;;;TINTA EM PO LILAS - BANDEIRANTES ;;;;;;;;;;;
101250160008.0;   ;BICICLETA ARO 16 STITCH 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;207010180001.0;0007  ;Garfo 16;Aro 16;PINTURA GARFO DIANTEIRO ARO 16 ROSA CLA RO BEBE ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;207010180002.0;0007  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 ROSA CLARO BEBE ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;207010180003.0;0007  ;Quadro 16;Aro 16;PINTURA QUADRO ARO 16 ROSA CLARO BEBE ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;207010180007.0;0001  ;Abraçadeira 16;Aro 16;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;504010130015.0;   ;;;TINTA EM PO ROSA CLARO ;;;;;;;;;;;
101250160009.0;   ;BICICLETA ARO 16 PRINCESAS 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;207010180001.0;0004  ;Garfo 16;Aro 16;PINTURA GARFO DIANTEIRO ARO 16 VERMELH O ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;207010180002.0;0004  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 VERMELHO ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;207010180003.0;0004  ;Quadro 16;Aro 16;PINTURA QUADRO ARO 16 VERMELHO  ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;207010180007.0;0001  ;Abraçadeira 16;Aro 16;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
101250160010.0;   ;BICICLETA ARO 16 HOMEM DE FERRO 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;207010180001.0;0015  ;Garfo 16;Aro 16;PINTURA GARFO DIANTEIRO ARO 16 AZUL CLA RO ;azul claro;;;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;207010180002.0;0015  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 AZUL CLARO ;azul claro;;;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;207010180003.0;0015  ;Quadro 16;Aro 16;PINTURA QUADRO ARO 16 AZUL CLARO ;azul claro;;;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;207010180007.0;0001  ;Abraçadeira 16;Aro 16;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;504010130042.0;   ;;;TINTA EM PO AZUL CLARINHO 283  ;;;;;;;;;;;
101250160011.0;   ;BICICLETA ARO 16 FROZEN 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;207010180001.0;0005  ;Garfo 16;Aro 16;PINTURA GARFO DIANTEIRO ARO 16 AZUL ESC URO ;azul escuro;504010130006.0;TINTA EM PO AZUL ESCURO;Aro 16;24.0;1,20;2.0;57.0;1,71;95c;4,260
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;207010180002.0;0005  ;Guidão 16;Aro 16;PINTURA GUIDAO ARO 16 AZUL ESCURO ;azul escuro;504010130006.0;TINTA EM PO AZUL ESCURO;Aro 16 ;26.0;1,20;2.0;116.0;1,94;23c;2,480
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;207010180003.0;0005  ;Quadro 16;Aro 16;PINTURA QUADRO ARO 16 AZUL ESCURO ;azul escuro;504010130006.0;TINTA EM PO AZUL ESCURO;Aro 16;6.0;1,20;3.0;95.0;1,70;64c;2,400
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;207010180005.0;0001  ;Tampa da Mesa 16;Aro 16;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;70.0;0,80;1.0;20.0;1,75;62c;8,000
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;207010180007.0;0001  ;Abraçadeira 16;Aro 16;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;207010180013.0;0001  ;Canote do Selim;Aro 16;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;26.0;0,80;1.0;116.0;1,94;23c;2,480
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;504010130006.0;   ;;;TINTA EM PO AZUL ESCURO ;;;;;;;;;;;
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101250160012.0;   ;BICICLETA ARO 16 CAPITAO AMERICA 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
101260160000.0;   ;BICICLETA ARO 12 SPIDER MAN ;206010180001.0;0001  ;Garfo 12;Aro 12;PINTURA GARFO DIANTEIRO ARO 12 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 12;24.0;1,20;1.0;114.0;1,75;73c ;5,400
101260160000.0;   ;BICICLETA ARO 12 SPIDER MAN ;206010180002.0;0001  ;Guidão 12;Aro 12;PINTURA GUIDAO ARO 12 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Aro 12;26.0;1,20;1.0;116.0;1,94;23c;2,480
101260160000.0;   ;BICICLETA ARO 12 SPIDER MAN ;206010180009.0;0004  ;Quadro 12;Aro 12;PINTURA QUADRO ARO 12 MOD02 VERMELHO ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Aro 12;8.0;0,90;1.0;166.0;1,75;30c;2,300
101260160000.0;   ;BICICLETA ARO 12 SPIDER MAN ;304510180003.0;0002  ;Pedivela 12;Aro 12;PINTURA PEDIVELA BRANCO ;branca;504010130001.0;TINTA EM PO BRANCA;Aro 12;44.0;0,80;1.0;150.0;1,53;60c;2,500
101260160000.0;   ;BICICLETA ARO 12 SPIDER MAN ;504010130001.0;   ;;;TINTA EM PO BRANCA ;;;;;;;;;;;
101260160000.0;   ;BICICLETA ARO 12 SPIDER MAN ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
101260160000.0;   ;BICICLETA ARO 12 SPIDER MAN ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
101260160001.0;   ;BICICLETA ARO 12 PRINCESAS ;206010180001.0;0007  ;Garfo 12;Aro 12;PINTURA GARFO DIANTEIRO ARO 12 ROSA CLA R ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Aro 12;24.0;1,20;1.0;114.0;1,75;73c ;5,400
